CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO
6984150,BASE SAMU SUDESTE H M VILA NHOCUNE AM1204,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272774,BASE SAMU SUDESTE JARDIM GRIMALDI AM 1167,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6999689,BASE SAMU SUDESTE JARDIM GRIMALDI AM1118,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272340,BASE SAMU SUDESTE JARDIM GRIMALDI URAM MC2043,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272375,BASE SAMU SUDESTE JARDIM GRIMALDI URAM MC2044,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272316,BASE SAMU SUDESTE PARQUE CERET URAM MC2046,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272324,BASE SAMU SUDESTE PARQUE CERET URAM MC2047,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272111,BASE SAMU SUDESTE PB MOOCA AM 1166,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272189,BASE SAMU SUDESTE PB MOOCA AM1093 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6999794,BASE SAMU SUDESTE PB SAPOPEMBA AM1171,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7018436,BASE SAMU SUDESTE SABOYA AM1117,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272073,BASE SAMU SUDESTE SABOYA AM1170,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5752485,BASE SAMU SUDESTE SABOYA URAM MC2030,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5752515,BASE SAMU SUDESTE SABOYA URAM MC2049,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7255780,BASE SAMU SUDESTE SACOMA AM 1168,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272693,BASE SAMU SUDESTE SACOMA URAM MC2054,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272707,BASE SAMU SUDESTE SACOMA URAM MC2055,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272138,BASE SAMU SUDESTE TCM AM1096 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6999808,BASE SAMU SUDESTE UBS SAO NICOLAU AM1074,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6999719,BASE SAMU SUDESTE UBS SAO NICOLAU AM1094,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7257384,BASE SAMU SUDESTE UBS VILA ESPERANCA AM1169,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7255802,BASE SAMU SUDESTE UBS VILA ESPERANCA AM1203,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6984193,BASE SAMU SUDESTE UPA III CARRAO AM1092,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272413,BASE SAMU SUDESTE UPA III CARRAO AM1172,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272898,BASE SAMU SUL AMA CAPAO AM1103,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6980953,BASE SAMU SUL CAPS AD III JARDIM SAO LUIZ AM1150 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5850479,BASE SAMU SUL CAPS AD III JD SAO LUIS URAM MC1117,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5850487,BASE SAMU SUL CAPS AD III JD SAO LUIS URAM MC1120,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7001347,BASE SAMU SUL CAPS AD LARGO 13 AM1106,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7024428,BASE SAMU SUL CAPS AD LARGO 13 AM1205,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5752523,BASE SAMU SUL CAPS AD LARGO XIII URAM MC2023,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
5752558,BASE SAMU SUL CAPS AD LARGO XIII URAM MC2048,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272901,BASE SAMU SUL CAPS PARAISOPOLIS AM1061,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6999697,BASE SAMU SUL CER III SANTO AMARO AM 1179,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6983790,BASE SAMU SUL CER III SANTO AMARO AM1120,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7001339,BASE SAMU SUL CEU ALVARENGA AM1206,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6984061,BASE SAMU SUL CIDADE ADEMAR AM1062,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7024371,BASE SAMU SUL CIDADE ADEMAR AM1104,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7024398,BASE SAMU SUL CIDADE ADEMAR AM1176,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6980740,BASE SAMU SUL H M MBOI MIRIM AM 1174,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7024401,BASE SAMU SUL H M MBOI MIRIM AM1173,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982816,BASE SAMU SUL H M MBOI MIRIM AM1175,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272383,BASE SAMU SUL H M MBOI MIRIM URAM MC2056,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272405,BASE SAMU SUL H M MBOI MIRIM URAM MC2057,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982727,BASE SAMU SUL H M PARELHEIROS AM1065,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7024347,BASE SAMU SUL H M PARELHEIROS AM1067,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982824,BASE SAMU SUL INTERLAGOS AM1080,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7255691,BASE SAMU SUL INTERLAGOS AM1102 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272235,BASE SAMU SUL INTERLAGOS AM1122,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272855,BASE SAMU SUL INTERLAGOS URAM MC2058,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272863,BASE SAMU SUL INTERLAGOS URAM MC2059,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272804,BASE SAMU SUL MARIA ANTONIETA URAM MC2000,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272790,BASE SAMU SUL MARIA ANTONIETA URAM MC2007,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7257392,BASE SAMU SUL SUVIS CIDADE ADEMAR AM1180 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6983952,BASE SAMU SUL UBS ANCHIETA AM1189,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982832,BASE SAMU SUL UBS JARDIM EMBURA AM1066,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982751,BASE SAMU SUL UPA MARIA ANTONIETA AM 1178,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
7272227,BASE SAMU SUL UPA MARIA ANTONIETA AM1177,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6982697,BASE SAMU SUL UPA VERA CRUZ AM1105,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
8415188,BASE SAMU SUL CER III SANTO AMARO URAM MC1106,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
8415196,BASE SAMU SUL CER III SANTO AMARO URAM MC1123,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
2090147,BAXTER RCS CENTRO DE CUIDADO RENAL,CLINICA/CENTRO DE ESPECIALIDADE
7134517,BIOFAST MEDICINA E SAUDE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3684865,BIOFAST MEDICINA E SAUDE LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7526490,BIOFAST PLUS SANTANA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7526512,BIOFAST PLUS SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0248665,BIOFAST PLUS TATUAPE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0884413,BIOSCIENCE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9270132,CACAU 2,CLINICA/CENTRO DE ESPECIALIDADE
2077418,CAISM PHILIPPE PINEL,HOSPITAL ESPECIALIZADO
2070766,CAISM-DR DAVI CAPISTRANO - HOSP EST AGUA FUNDA,HOSPITAL ESPECIALIZADO
2068915,CAPS AD CRATOD C. REF TABACO ALCOOL OUT DROGAS,CLINICA/CENTRO DE ESPECIALIDADE
9688463,CAPS AD II CANGAIBA,CENTRO DE ATENCAO PSICOSSOCIAL
0466956,CAPS AD II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL
2786567,CAPS AD II ERMELINO MATARRAZO,CENTRO DE ATENCAO PSICOSSOCIAL
6416691,CAPS AD II GUAIANASES,CENTRO DE ATENCAO PSICOSSOCIAL
2815427,CAPS AD II JABAQUARA,CENTRO DE ATENCAO PSICOSSOCIAL
3314359,CAPS AD II JARDIM NELIA,CENTRO DE ATENCAO PSICOSSOCIAL
3313344,CAPS AD II MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL
3010201,CAPS AD II PINHEIROS,CENTRO DE ATENCAO PSICOSSOCIAL
6586147,CAPS AD II SACOMA,CENTRO DE ATENCAO PSICOSSOCIAL
2786559,CAPS AD II SANTO AMARO,CENTRO DE ATENCAO PSICOSSOCIAL
6393411,CAPS AD II SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL
2091429,CAPS AD II VILA MADALENA PROSAM,CENTRO DE ATENCAO PSICOSSOCIAL
2042924,CAPS AD II VILA MARIANA,CENTRO DE ATENCAO PSICOSSOCIAL
2960281,CAPS AD III ARMENIA,CENTRO DE ATENCAO PSICOSSOCIAL
2960303,CAPS AD III BORACEA,CENTRO DE ATENCAO PSICOSSOCIAL
9688455,CAPS AD III BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL
6148387,CAPS AD III CACHOEIRINHA,CENTRO DE ATENCAO PSICOSSOCIAL
7497857,CAPS AD III CAMPO LIMPO,CENTRO DE ATENCAO PSICOSSOCIAL
5608678,CAPS AD III CAPELA DO SOCORRO,CENTRO DE ATENCAO PSICOSSOCIAL
2786532,CAPS AD III CENTRO,CENTRO DE ATENCAO PSICOSSOCIAL
6964036,CAPS AD III COMPLEXO PRATES,CENTRO DE ATENCAO PSICOSSOCIAL
6668127,CAPS AD III FREGUESIA DO O BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL
9685111,CAPS AD III GRAJAU,CENTRO DE ATENCAO PSICOSSOCIAL
6245838,CAPS AD III HELIOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL
5878675,CAPS AD III ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL
2786540,CAPS AD III JARDIM ANGELA,CENTRO DE ATENCAO PSICOSSOCIAL
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL
9691553,CAPS AD III LEOPOLDINA,CENTRO DE ATENCAO PSICOSSOCIAL
0953709,CAPS AD III PARAISOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL
3304566,CAPS AD III PENHA,CENTRO DE ATENCAO PSICOSSOCIAL
2766221,CAPS AD III PIRITUBA CASA AZUL,CENTRO DE ATENCAO PSICOSSOCIAL
6336302,CAPS AD III SANTANA,CENTRO DE ATENCAO PSICOSSOCIAL
3025012,CAPS AD III SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL
7024231,CAPS AD III SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL
9363165,CAPS AD IV REDENCAO,CENTRO DE ATENCAO PSICOSSOCIAL
3384292,CAPS ADULTO II ARICANDUVA FORMOSA,CENTRO DE ATENCAO PSICOSSOCIAL
2786516,CAPS ADULTO II BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL
6280161,CAPS ADULTO II CASA VERDE,CENTRO DE ATENCAO PSICOSSOCIAL
5731194,CAPS ADULTO II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL
6879802,CAPS ADULTO II CIDADE TIRADENTES,CENTRO DE ATENCAO PSICOSSOCIAL
2751992,CAPS ADULTO II ERMELINO MATARAZZO,CENTRO DE ATENCAO PSICOSSOCIAL
3003167,CAPS ADULTO II GUAIANASES ARTUR BISPO DO ROSARIO,CENTRO DE ATENCAO PSICOSSOCIAL
5725437,CAPS ADULTO II ITAIM PAULISTA,CENTRO DE ATENCAO PSICOSSOCIAL
2067811,CAPS ADULTO II ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL
3025438,CAPS ADULTO II JABAQUARA,CENTRO DE ATENCAO PSICOSSOCIAL
2068133,CAPS ADULTO II JACANA DR LEONIDIO GALVAO DOS SANTOS,CENTRO DE ATENCAO PSICOSSOCIAL
2028816,CAPS ADULTO II JARDIM LIDIA,CENTRO DE ATENCAO PSICOSSOCIAL
4049845,CAPS ADULTO II PERDIZES MANOEL MUNHOZ,CENTRO DE ATENCAO PSICOSSOCIAL
3041530,CAPS ADULTO II PERUS,CENTRO DE ATENCAO PSICOSSOCIAL
2752018,CAPS ADULTO II SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL
6924972,CAPS ADULTO II VILA MONUMENTO,CENTRO DE ATENCAO PSICOSSOCIAL
2786524,CAPS ADULTO II VILA PRUDENTE,CENTRO DE ATENCAO PSICOSSOCIAL
4887298,CAPS ADULTO III AGUA FUNDA,CENTRO DE ATENCAO PSICOSSOCIAL
7165072,CAPS ADULTO III CAPELA DO SOCORRO,CENTRO DE ATENCAO PSICOSSOCIAL
2786575,CAPS ADULTO III FREGUESIA DO O BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL
9664815,CAPS ADULTO III GRAJAU,CENTRO DE ATENCAO PSICOSSOCIAL
2040808,CAPS ADULTO III ITAIM BIBI,CENTRO DE ATENCAO PSICOSSOCIAL
2952149,CAPS ADULTO III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL
4050290,CAPS ADULTO III LAPA,CENTRO DE ATENCAO PSICOSSOCIAL
4049829,CAPS ADULTO III LARGO 13,CENTRO DE ATENCAO PSICOSSOCIAL
3906388,CAPS ADULTO III M BOI MIRIM,CENTRO DE ATENCAO PSICOSSOCIAL
2070804,CAPS ADULTO III MANDAQUI,CENTRO DE ATENCAO PSICOSSOCIAL
0466573,CAPS ADULTO III MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL
6879799,CAPS ADULTO III PARAISOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL
6066585,CAPS ADULTO III PARELHEIROS,CENTRO DE ATENCAO PSICOSSOCIAL
2786508,CAPS ADULTO III PIRITUBA JARAGUA,CENTRO DE ATENCAO PSICOSSOCIAL
2069148,CAPS ADULTO III SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL
2815435,CAPS ADULTO III SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL
7111568,CAPS ADULTO III SE,CENTRO DE ATENCAO PSICOSSOCIAL
2029626,CAPS ADULTO III VILA MATILDE,CENTRO DE ATENCAO PSICOSSOCIAL
2068923,CAPS ADULTO ITAPEVA LUIZ ROCHA CERQUEIRA,CENTRO DE ATENCAO PSICOSSOCIAL
4120558,CAPS INFANTO JUVENIL III PIRITUBA JARAGUA,CENTRO DE ATENCAO PSICOSSOCIAL
9113088,CAPS INFANTOJUVENIL II BUTANTA,CENTRO DE ATENCAO PSICOSSOCIAL
7497865,CAPS INFANTOJUVENIL II CAMPO LIMPO,CENTRO DE ATENCAO PSICOSSOCIAL
6657184,CAPS INFANTOJUVENIL II CAPELA SOCORRO PIRACAO,CENTRO DE ATENCAO PSICOSSOCIAL
6700268,CAPS INFANTOJUVENIL II CASA VERDE NISE DA SILVEIRA,CENTRO DE ATENCAO PSICOSSOCIAL
6646581,CAPS INFANTOJUVENIL II CIDADE ADEMAR,CENTRO DE ATENCAO PSICOSSOCIAL
6954189,CAPS INFANTOJUVENIL II CIDADE LIDER,CENTRO DE ATENCAO PSICOSSOCIAL
0277665,CAPS INFANTOJUVENIL II CIDADE TIRADENTES,CENTRO DE ATENCAO PSICOSSOCIAL
9678956,CAPS INFANTOJUVENIL II ERMELINO MATARAZZO,CENTRO DE ATENCAO PSICOSSOCIAL
6330843,CAPS INFANTOJUVENIL II FREGUESIA BRASILANDIA,CENTRO DE ATENCAO PSICOSSOCIAL
6954197,CAPS INFANTOJUVENIL II GUAIANASES COLORIDAMENTE,CENTRO DE ATENCAO PSICOSSOCIAL
3108368,CAPS INFANTOJUVENIL II IPIRANGA,CENTRO DE ATENCAO PSICOSSOCIAL
7128924,CAPS INFANTOJUVENIL II ITAIM PAULISTA,CENTRO DE ATENCAO PSICOSSOCIAL
4050304,CAPS INFANTOJUVENIL II ITAQUERA,CENTRO DE ATENCAO PSICOSSOCIAL
2815443,CAPS INFANTOJUVENIL II JABAQUARA CASINHA,CENTRO DE ATENCAO PSICOSSOCIAL
8431760,CAPS INFANTOJUVENIL II JARDIM HELENA,CENTRO DE ATENCAO PSICOSSOCIAL
2027003,CAPS INFANTOJUVENIL II LAPA,CENTRO DE ATENCAO PSICOSSOCIAL
6970532,CAPS INFANTOJUVENIL II M BOI MIRIM,CENTRO DE ATENCAO PSICOSSOCIAL
2042916,CAPS INFANTOJUVENIL II MOOCA,CENTRO DE ATENCAO PSICOSSOCIAL
6683983,CAPS INFANTOJUVENIL II PARELHEIROS AQUARELA,CENTRO DE ATENCAO PSICOSSOCIAL
6931979,CAPS INFANTOJUVENIL II PERUS,CENTRO DE ATENCAO PSICOSSOCIAL
4049837,CAPS INFANTOJUVENIL II SANTO AMARO,CENTRO DE ATENCAO PSICOSSOCIAL
2069059,CAPS INFANTOJUVENIL II SAO MATEUS,CENTRO DE ATENCAO PSICOSSOCIAL
6759971,CAPS INFANTOJUVENIL II SAPOPEMBA,CENTRO DE ATENCAO PSICOSSOCIAL
3763072,CAPS INFANTOJUVENIL II VILA MARIANA QUIXOTE,CENTRO DE ATENCAO PSICOSSOCIAL
2029596,CAPS INFANTOJUVENIL II VILA PRUDENTE,CENTRO DE ATENCAO PSICOSSOCIAL
9788417,CAPS INFANTOJUVENIL III ARICANDUVA,CENTRO DE ATENCAO PSICOSSOCIAL
9664831,CAPS INFANTOJUVENIL III CIDADE DUTRA,CENTRO DE ATENCAO PSICOSSOCIAL
9188150,CAPS INFANTOJUVENIL III HELIOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL
2952157,CAPS INFANTOJUVENIL III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL
6387640,CAPS INFANTOJUVENIL III PENHA,CENTRO DE ATENCAO PSICOSSOCIAL
2027658,CAPS INFANTOJUVENIL III SANTANA,CENTRO DE ATENCAO PSICOSSOCIAL
5695791,CAPS INFANTOJUVENIL III SAO MIGUEL,CENTRO DE ATENCAO PSICOSSOCIAL
6127967,CAPS INFANTOJUVENIL III SE AMORZEIRA,CENTRO DE ATENCAO PSICOSSOCIAL
6626327,CAPS INFANTOJUVENIL III VILA MARIA VILA GUILHERME,CENTRO DE ATENCAO PSICOSSOCIAL
6356184,CASA ANGELA,CENTRO DE PARTO NORMAL - ISOLADO
2076985,CASA DA CRIANCA BETINHO,HOSPITAL GERAL
3314618,CASA DE ISABEL,CLINICA/CENTRO DE ESPECIALIDADE
3739503,CASA DO PARTO DE SAPOPEMBA,CENTRO DE PARTO NORMAL - ISOLADO
3008681,CASA SER MARIA A LARA BARCELOS,CLINICA/CENTRO DE ESPECIALIDADE
9611339,CCC - CENTRO DE COMBATE AO CANCER,CLINICA/CENTRO DE ESPECIALIDADE
4510682,CCI LESTE PADRE ANTONIO LUIZ MARCHIONI PADRE TICAO,POLICLINICA
7352123,CDB CENTRO DE DIAGNOSTICOS BRASIL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3273997,CECCO CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE
2027534,CECCO EDUARDO LEITE BACURI,CLINICA/CENTRO DE ESPECIALIDADE
2027542,CECCO ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE
2027232,CECCO FREGUESIA DO O,CLINICA/CENTRO DE ESPECIALIDADE
2786605,CECCO GUARAPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE
2027453,CECCO INTERLAGOS,CLINICA/CENTRO DE ESPECIALIDADE
9727485,CECCO IPIRANGA HELIOPOLIS,CLINICA/CENTRO DE ESPECIALIDADE
3548724,CECCO JACANA/TREMEMBE,CLINICA/CENTRO DE ESPECIALIDADE
7534876,CECCO JARAGUA,CLINICA/CENTRO DE ESPECIALIDADE
3004775,CECCO MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
2027445,CECCO PADRE MANOEL DA NOBREGA,CLINICA/CENTRO DE ESPECIALIDADE
2027437,CECCO PARQUE ECOLOGICO CHICO MENDES,CLINICA/CENTRO DE ESPECIALIDADE
2027402,CECCO PARQUE IBIRAPUERA,CLINICA/CENTRO DE ESPECIALIDADE
3010961,CECCO PARQUE RAUL SEIXAS,CLINICA/CENTRO DE ESPECIALIDADE
3934535,CECCO PERUS,CLINICA/CENTRO DE ESPECIALIDADE
7884419,CECCO PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE
2027410,CECCO PREVIDENCIA,CLINICA/CENTRO DE ESPECIALIDADE
2027283,CECCO SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE
2027267,CECCO SANTO DIAS,CLINICA/CENTRO DE ESPECIALIDADE
2027518,CECCO SAO DOMINGOS,CLINICA/CENTRO DE ESPECIALIDADE
2786613,CECCO VILA GUARANI,CLINICA/CENTRO DE ESPECIALIDADE
5924316,CECCO VILA MARIA VILA GUILHERME TROTE,CLINICA/CENTRO DE ESPECIALIDADE
2786591,CECCO VILA PRUDENTE,CLINICA/CENTRO DE ESPECIALIDADE
2094258,CEDIMEN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2091372,CENENORTE-CLINICA NEFROLOGICA,CLINICA/CENTRO DE ESPECIALIDADE
3003159,CENTRAL DE REGULACAO MUNICIPAL SP,CENTRAL DE REGULACAO DO ACESSO
2028182,CENTRO ASSISTENCIAL CRUZ DE MALTA,POLICLINICA
0454214,CENTRO DE ARMAZENAMENTO E DISTRIBUICAO DE IMUNOBIOLOGICOS,CENTRAL DE ABASTECIMENTO
9050558,CENTRO DE CONTROLE DE INTOXICACOES - CCI,CLINICA/CENTRO DE ESPECIALIDADE
2042738,CENTRO DE CONTROLE DE ZOONOSES SANTANA,UNIDADE DE VIGILANCIA EM SAUDE
4042077,CENTRO DE CUIDADO ODONTOLOGICO,CLINICA/CENTRO DE ESPECIALIDADE
4693086,CENTRO DE CUIDADOS ODONTOLOGICOS - CCO NORTE,CLINICA/CENTRO DE ESPECIALIDADE
2069024,CENTRO DE DERMATATOLOGIA SANITARIA - SES,CLINICA/CENTRO DE ESPECIALIDADE
4508505,CENTRO DE EXAMES DA MULHER,POLICLINICA
5301971,CENTRO DE EXAMES DA MULHER CAPELA DO SOCORRO,POLICLINICA
2091690,CENTRO DE REABILITACAO UMARIZAL,CLINICA/CENTRO DE ESPECIALIDADE
3444538,CENTRO DE REF DO IDOSO-ZONA NORTE,CLINICA/CENTRO DE ESPECIALIDADE
2078287,CENTRO DE REFERENCIA DA SAUDE DA MULHER,HOSPITAL ESPECIALIZADO
2077957,CENTRO DE REFERENCIA E TREINAMENTO ISTAIDS SAO PAULO,HOSPITAL ESPECIALIZADO
6335586,CENTRO EST DE ANALISES CLINICAS DA ZONA LESTE CEAC SP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3996344,CENTRO EST DE ANALISES CLINICAS DA ZONA NORTE SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO,HOSPITAL GERAL
3893723,CENTRO MEDICO - HOSPITAL NIPO-BRASILEIRO,CLINICA/CENTRO DE ESPECIALIDADE
3464555,CENTRO MEDICO PMESP,HOSPITAL GERAL
2963728,CENTRO ODONTOLOGICO INFANTOJUVENIL HELIOPOLIS,CLINICA/CENTRO DE ESPECIALIDADE
6122205,CENTRO SOCIAL NOSSA SENHORA DA PENHA CENHA,CLINICA/CENTRO DE ESPECIALIDADE
3257797,CEO I LAPA,CLINICA/CENTRO DE ESPECIALIDADE
9026525,CEO I VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE
9010211,CEO II BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE
7975457,CEO II CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE
4072928,CEO II CAPAO REDONDO,CLINICA/CENTRO DE ESPECIALIDADE
7975465,CEO II CAPELA DO SOCORRO,CLINICA/CENTRO DE ESPECIALIDADE
9010238,CEO II CASA VERDE,CLINICA/CENTRO DE ESPECIALIDADE
7975430,CEO II CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE
7979363,CEO II ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE
9014721,CEO II FREGUESIA DO O/BRASILANDIA,CLINICA/CENTRO DE ESPECIALIDADE
7975449,CEO II GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE
7987846,CEO II IPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE
7975414,CEO II ITAQUERA,CLINICA/CENTRO DE ESPECIALIDADE
9026517,CEO II JABAQUARA,CLINICA/CENTRO DE ESPECIALIDADE
2786621,CEO II LRPD HUMBERTO NASTARI,CLINICA/CENTRO DE ESPECIALIDADE
9008438,CEO II M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE
