CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO
2091674,LAB MUN DE SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
4050363,LAB MUN DE SAUDE PUBLICA CONTROLE DE QUALIDADE EM SAUDE,LABORATORIO DE SAUDE PUBLICA
2091771,LAB MUN DE SAUDE PUBLICA DE SAO MIGUEL PAULISTA,LABORATORIO DE SAUDE PUBLICA
2027089,LAB MUN DE SAUDE PUBLICA NOSSA SENHORA DO O,LABORATORIO DE SAUDE PUBLICA
6511848,LAB MUN DE ZOONOSES E DOENCAS TRANSMIT POR VETORES,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0656399,LABORATORIO DE ANALISES CLINICAS DO INSTITUTO BUTANTAN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
4154649,LABORATORIO DE PROTESE ODONTOLOGICA SIRO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2752085,LABORATORIO MUNICIPAL LAPA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3843734,LABORATORIO ROBERTO DE PROTESE DENTAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
2039680,LABPAC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
4258037,LIMAG DIAGNOSTICOS,UNIDADE MOVEL TERRESTRE
7830319,LIVRE TELEMEDICINA,CLINICA/CENTRO DE ESPECIALIDADE
2958457,LM SERVICOS MEDICOS E GESTAO EM SAUDE LTDA,CLINICA/CENTRO DE ESPECIALIDADE
0415146,MAIS IDENTIDADE,CLINICA/CENTRO DE ESPECIALIDADE
6600905,MAXXILAB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7330804,MENDELICS ANALISE GENOMICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
0895172,MMR SERVICOS MEDICOS E GESTAO EM SAUDE,CLINICA/CENTRO DE ESPECIALIDADE
7602235,NEFROCLINICA IPIRANGA,CLINICA/CENTRO DE ESPECIALIDADE
2048108,NEFROCOR,CLINICA/CENTRO DE ESPECIALIDADE
6253415,NEFROLAPA,CLINICA/CENTRO DE ESPECIALIDADE
5700094,NEFROLESTE UNIDADE MOOCA,CLINICA/CENTRO DE ESPECIALIDADE
0795437,NEFROTEC NEFROLOGIA E TERAPIAS EXTRA CORPOREAS,CLINICA/CENTRO DE ESPECIALIDADE
9989579,NEPHRO GROUP CLINICA DE DIALISE,CLINICA/CENTRO DE ESPECIALIDADE
8413908,NOVANTE SERVICOS MEDICOS LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7516118,NTO NUCLEO TECNICO OPERACIONAL HERMES PARDINI SANTANA SP,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
9995110,NUCLEO DE ESTIMULACAO E HABILITACAO GUAIANASES,POLICLINICA
8338639,NUCLEO DE TELESSAUDE DO MUNICIPIO DE SAO PAULO,TELESSAUDE
9884726,NUCLEO TECNICO OPERACIONAL LABORATORIO ALBERT EINSTEIN,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
4040716,OPTION X TECNOLOGY,CLINICA/CENTRO DE ESPECIALIDADE
7546890,ORG PROCURA DE ORGAOS - INST DANTE PAZZANESE,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL"
7546947,ORG PROCURA ORGAOS - HC SP,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL"
7549814,ORG PROCURA ORGAOS - HOSPITAL SAO PAULO,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL"
7546149,ORG PROCURA ORGAOS - SANTA CASA SP,"CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL"
2091704,OSEC,CENTRO DE SAUDE/UNIDADE BASICA
4307917,OZER,CONSULTORIO ISOLADO
2069040,PA MUN DRA GLORIA RODRIGUES DOS SANTOS BONFIM,PRONTO ATENDIMENTO
4049918,PA MUN JARDIM MACEDONIA,PRONTO ATENDIMENTO
2075423,PA MUN SAO MATEUS II,PRONTO ATENDIMENTO
0454168,PADI CENTRO OESTE,CENTRAL DE ABASTECIMENTO
0454184,PADI LESTE,CENTRAL DE ABASTECIMENTO
0454192,PADI NORTE,CENTRAL DE ABASTECIMENTO
0454176,PADI SUDESTE,CENTRAL DE ABASTECIMENTO
0454206,PADI SUL,CENTRAL DE ABASTECIMENTO
2068974,PAM VARZEA DO CARMO-NGA 63,HOSPITAL/DIA - ISOLADO
3700364,PHYSICUS TERAPIAS INTEGRADAS,POLICLINICA
2688662,PMESP COMANDO DO CORPO DE BOMBEIROS,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
9113096,PONTO DE ECONOMIA SOLIDARIA E CULTURA DO BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE
7566409,PRO IMAGEM DIAGNOSTICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6984622,PROMOVE-CENTRO PROMOCAO REAB SAUDE E INTEG,CLINICA/CENTRO DE ESPECIALIDADE
2752093,PS MUN BALNEARIO SAO JOSE,PRONTO SOCORRO GERAL
4050320,PS MUN BARRA FUNDA DR ALVARO D DE ALMEIDA,PRONTO SOCORRO GERAL
2071495,PS MUN SANTANA-LAURO RIBAS BRAGA,PRONTO SOCORRO GERAL
3290689,RADIOCLINICA TADAO MORI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3354962,REGIONAL DE REGULACAO LESTE,CENTRAL DE REGULACAO DO ACESSO
3354954,REGIONAL DE REGULACAO NORTE,CENTRAL DE REGULACAO DO ACESSO
3354970,REGIONAL DE REGULACAO OESTE,CENTRAL DE REGULACAO DO ACESSO
6213529,RENALCARE NEFROLOGIA,CLINICA/CENTRO DE ESPECIALIDADE
7889844,SAD SAO MATEUS,CENTRO DE SAUDE/UNIDADE BASICA
2786699,SAE IST AIDS BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE
4049802,SAE IST AIDS CIDADE DUTRA,CLINICA/CENTRO DE ESPECIALIDADE
2752115,SAE IST AIDS CIDADE LIDER II,CLINICA/CENTRO DE ESPECIALIDADE
2752123,SAE IST AIDS FIDELIS RIBEIRO,CLINICA/CENTRO DE ESPECIALIDADE
2774755,SAE IST AIDS HERBERT DE SOUZA BETINHO,CLINICA/CENTRO DE ESPECIALIDADE
2752131,SAE IST AIDS IPIRANGA JOSE F ARAUJO,CLINICA/CENTRO DE ESPECIALIDADE
7079648,SAE IST AIDS JABAQUARA,CLINICA/CENTRO DE ESPECIALIDADE
2069644,SAE IST AIDS JARDIM MITSUTANI,CLINICA/CENTRO DE ESPECIALIDADE
2786648,SAE IST AIDS LAPA PAULO CESAR BONFIM,CLINICA/CENTRO DE ESPECIALIDADE
7311176,SAE IST AIDS M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE
2752026,SAE IST AIDS NOSSA SENHORA DO O,CLINICA/CENTRO DE ESPECIALIDADE
2027313,SAE IST AIDS PENHA,CLINICA/CENTRO DE ESPECIALIDADE
2752158,SAE IST AIDS SANTANA MARCOS LUTEMBERG,CLINICA/CENTRO DE ESPECIALIDADE
2786656,SAE IST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA,CLINICA/CENTRO DE ESPECIALIDADE
3219798,SAE IST AIDS SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE
7136625,SAE IST AIDS VILA PRUDENTE SHIRLEI MARIOTTI GOMES COELHO,CLINICA/CENTRO DE ESPECIALIDADE
2786702,SAE IST/AIDS CAMPOS ELISEOS,CLINICA/CENTRO DE ESPECIALIDADE
2077728,SAMARIM,CLINICA/CENTRO DE ESPECIALIDADE
6196330,SAMU CENTRAL REGULACAO MEDICA DE URGENCIAS MUNICIPAL,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS
2688670,SANATORINHOS ACAO COMUNITARIA DE SAUDE,POLICLINICA
2688689,SANTA CASA DE SAO PAULO,HOSPITAL GERAL
7330847,SCOPP DIAGNOSTICOS,CLINICA/CENTRO DE ESPECIALIDADE
9472940,SCOPP DIAGNOSTICOS-ADOLFO PINHEIRO,CLINICA/CENTRO DE ESPECIALIDADE
4066006,SCP AD SERVICOS DE CUIDADOS PROLONGADOS BORACEA,CLINICA/CENTRO DE ESPECIALIDADE
4794214,SCP AD SERVICOS DE CUIDADOS PROLONGADOS PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE
2067803,SECONCI,CLINICA/CENTRO DE ESPECIALIDADE
2071991,SENESP,CLINICA/CENTRO DE ESPECIALIDADE
0757233,SERVICO DE ATENCAO DOMICILIAR CAMPO LIMPO,CENTRO DE SAUDE/UNIDADE BASICA
6365825,SERVICO DE ATENCAO DOMICILIAR CAPELA DO SOCORRO,CENTRO DE SAUDE/UNIDADE BASICA
6703607,SERVICO DE ATENCAO DOMICILIAR CIDADE ADEMAR,CENTRO DE SAUDE/UNIDADE BASICA
6415431,SERVICO DE ATENCAO DOMICILIAR M BOI MIRIM,CENTRO DE SAUDE/UNIDADE BASICA
6873278,SERVICO DE ATENCAO DOMICILIAR SANTO AMARO,CENTRO DE SAUDE/UNIDADE BASICA
6926207,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM II - SEDI II,TELESSAUDE
6927726,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM III - SEDI III,TELESSAUDE
9949690,SLAB LABORATORIO E MEDICINA DIAGNOSTICA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3297519,SMS SP GABINETE,CENTRAL DE GESTAO EM SAUDE
5582415,SR SUPORTE RENAL,CLINICA/CENTRO DE ESPECIALIDADE
7527004,SUA IMAGEM DIAGNOSTICOS MEDICOS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3318206,SUPERVISAO TECNICA DE SAUDE ARICANDUVA MOOCA,CENTRAL DE GESTAO EM SAUDE
3335070,SUPERVISAO TECNICA DE SAUDE BUTANTA,CENTRAL DE GESTAO EM SAUDE
3317102,SUPERVISAO TECNICA DE SAUDE CAMPO LIMPO,CENTRAL DE GESTAO EM SAUDE
3317145,SUPERVISAO TECNICA DE SAUDE CAPELA DO SOCORRO,CENTRAL DE GESTAO EM SAUDE
3335127,SUPERVISAO TECNICA DE SAUDE CASA VERDE CACHOEIRINHA,CENTRAL DE GESTAO EM SAUDE
3335143,SUPERVISAO TECNICA DE SAUDE CIDADE TIRADENTES,CENTRAL DE GESTAO EM SAUDE
3335399,SUPERVISAO TECNICA DE SAUDE DE SAO MIGUEL PAULISTA,CENTRAL DE GESTAO EM SAUDE
3335151,SUPERVISAO TECNICA DE SAUDE ERMELINO MATARAZZO,CENTRAL DE GESTAO EM SAUDE
3335178,SUPERVISAO TECNICA DE SAUDE FREGUESIA DO O BRASILANDIA,CENTRAL DE GESTAO EM SAUDE
3335186,SUPERVISAO TECNICA DE SAUDE GUAIANASES,CENTRAL DE GESTAO EM SAUDE
3335208,SUPERVISAO TECNICA DE SAUDE IPIRANGA,CENTRAL DE GESTAO EM SAUDE
3335216,SUPERVISAO TECNICA DE SAUDE ITAIM PAULISTA,CENTRAL DE GESTAO EM SAUDE
3335224,SUPERVISAO TECNICA DE SAUDE ITAQUERA,CENTRAL DE GESTAO EM SAUDE
3335259,SUPERVISAO TECNICA DE SAUDE LAPA PINHEIROS,CENTRAL DE GESTAO EM SAUDE
3317129,SUPERVISAO TECNICA DE SAUDE M BOI MIRIM,CENTRAL DE GESTAO EM SAUDE
3317153,SUPERVISAO TECNICA DE SAUDE PARELHEIROS,CENTRAL DE GESTAO EM SAUDE
3335275,SUPERVISAO TECNICA DE SAUDE PENHA,CENTRAL DE GESTAO EM SAUDE
3335291,SUPERVISAO TECNICA DE SAUDE PERUS,CENTRAL DE GESTAO EM SAUDE
3335364,SUPERVISAO TECNICA DE SAUDE PIRITUBA,CENTRAL DE GESTAO EM SAUDE
3335356,SUPERVISAO TECNICA DE SAUDE SANTANA JACANA TUCURUVI,CENTRAL DE GESTAO EM SAUDE
3317110,SUPERVISAO TECNICA DE SAUDE SANTO AMARO CIDADE ADEMAR,CENTRAL DE GESTAO EM SAUDE
3335380,SUPERVISAO TECNICA DE SAUDE SAO MATEUS,CENTRAL DE GESTAO EM SAUDE
9357459,SUPERVISAO TECNICA DE SAUDE SE SANTA CECILIA,CENTRAL DE GESTAO EM SAUDE
3335410,SUPERVISAO TECNICA DE SAUDE VILA MARIA,CENTRAL DE GESTAO EM SAUDE
3335437,SUPERVISAO TECNICA DE SAUDE VILA MARIANA JABAQUARA,CENTRAL DE GESTAO EM SAUDE
3335445,SUPERVISAO TECNICA DE SAUDE VILA PRUDENTE SAPOPEMBA,CENTRAL DE GESTAO EM SAUDE
2748274,TELECARDIO,CLINICA/CENTRO DE ESPECIALIDADE
2752166,AMA UBS AGUA RASA DR MARCOS ANDRADE CORSATO,CENTRO DE SAUDE/UNIDADE BASICA
6408168,AMA UBS AGUIA DE HAIA,CENTRO DE SAUDE/UNIDADE BASICA
2030969,AMA UBS AMERICANOPOLIS,CENTRO DE SAUDE/UNIDADE BASICA
2788241,AMA UBS ANHANGUERA,CENTRO DE SAUDE/UNIDADE BASICA
2752204,AMA UBS CANGAIBA DR CARLOS GENTILE DE MELLO,CENTRO DE SAUDE/UNIDADE BASICA
6194990,AMA UBS CHACARA CRUZEIRO DO SUL ZELIA L M DORO,CENTRO DE SAUDE/UNIDADE BASICA
2042991,AMA UBS DR GERALDO DA SILVA FERREIRA,CENTRO DE SAUDE/UNIDADE BASICA
2787024,AMA UBS ELISIO TEIXEIRA LEITE,CENTRO DE SAUDE/UNIDADE BASICA
3738663,AMA UBS FAZENDA DO CARMO,CENTRO DE SAUDE/UNIDADE BASICA
4050185,AMA UBS JARDIM ALFREDO,CENTRO DE SAUDE/UNIDADE BASICA
2075202,AMA UBS JARDIM BRASIL,CENTRO DE SAUDE/UNIDADE BASICA
4050088,AMA UBS JARDIM BRASILIA,CENTRO DE SAUDE/UNIDADE BASICA
2787245,AMA UBS JARDIM CAPELA,CENTRO DE SAUDE/UNIDADE BASICA
2787253,AMA UBS JARDIM CASTRO ALVES DRA MARIA CRISTINA F,CENTRO DE SAUDE/UNIDADE BASICA
3738647,AMA UBS JARDIM DA CONQUISTA III,CENTRO DE SAUDE/UNIDADE BASICA
2043009,AMA UBS JARDIM ELBA HUMBERTO GASTAO BODRA,CENTRO DE SAUDE/UNIDADE BASICA
2042932,AMA UBS JARDIM GRIMALDI,CENTRO DE SAUDE/UNIDADE BASICA
2752239,AMA UBS JARDIM INDEPENDENCIA HERMENEGILDO MORBIM JR,CENTRO DE SAUDE/UNIDADE BASICA
2774801,AMA UBS JARDIM IPANEMA,CENTRO DE SAUDE/UNIDADE BASICA
2787520,AMA UBS JARDIM JOAMAR,CENTRO DE SAUDE/UNIDADE BASICA
2787555,AMA UBS JARDIM LADEIRA ROSA,CENTRO DE SAUDE/UNIDADE BASICA
2787601,AMA UBS JARDIM MIRIAM MANOEL SOARES DE OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
2787628,AMA UBS JARDIM MIRNA,CENTRO DE SAUDE/UNIDADE BASICA
2787679,AMA UBS JARDIM PAULISTANO,CENTRO DE SAUDE/UNIDADE BASICA
2787873,AMA UBS JARDIM SANTO ANDRE,CENTRO DE SAUDE/UNIDADE BASICA
2788527,AMA UBS JARDIM SAO FRANCISCO II,CENTRO DE SAUDE/UNIDADE BASICA
2787784,AMA UBS JARDIM SAO JORGE DR PAULO EDUARDO ELIAS,CENTRO DE SAUDE/UNIDADE BASICA
2787881,AMA UBS JARDIM TIETE I OSCAR PEREIRA DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA
2774828,AMA UBS JARDIM TRES MARIAS MAURICIO ZAMIJOVSKY,CENTRO DE SAUDE/UNIDADE BASICA
2026996,AMA UBS JOSE BONIFACIO I,CENTRO DE SAUDE/UNIDADE BASICA
2788047,AMA UBS LAUZANE PAULISTA,CENTRO DE SAUDE/UNIDADE BASICA
2788594,AMA UBS MASSAGISTA MARIO AMERICO,CENTRO DE SAUDE/UNIDADE BASICA
2027070,AMA UBS PADRE MANOEL DA NOBREGA,CENTRO DE SAUDE/UNIDADE BASICA
2788195,AMA UBS PARI,CENTRO DE SAUDE/UNIDADE BASICA
2788233,AMA UBS PARQUE ANHANGUERA,CENTRO DE SAUDE/UNIDADE BASICA
2752247,AMA UBS PARQUE BOTURUSSU PROF HUMBERTO CERRUTI,CENTRO DE SAUDE/UNIDADE BASICA
2788284,AMA UBS PARQUE BRISTOL,CENTRO DE SAUDE/UNIDADE BASICA
2788322,AMA UBS PARQUE FERNANDA,CENTRO DE SAUDE/UNIDADE BASICA
2788454,AMA UBS PARQUE SANTO ANTONIO,CENTRO DE SAUDE/UNIDADE BASICA
2788217,AMA UBS PAULO VI,CENTRO DE SAUDE/UNIDADE BASICA
2788225,AMA UBS PERUS,CENTRO DE SAUDE/UNIDADE BASICA
2788543,AMA UBS SAO VICENTE DE PAULA,CENTRO DE SAUDE/UNIDADE BASICA
2091798,AMA UBS SITIO DA CASA PINTADA,CENTRO DE SAUDE/UNIDADE BASICA
2788691,AMA UBS VILA ANTONIETA,CENTRO DE SAUDE/UNIDADE BASICA
2788756,AMA UBS VILA BARBOSA,CENTRO DE SAUDE/UNIDADE BASICA
2026988,AMA UBS VILA CALIFORNIA ZEILIVAL BRUSCAGIN,CENTRO DE SAUDE/UNIDADE BASICA
3708411,AMA UBS VILA CLARA,CENTRO DE SAUDE/UNIDADE BASICA
5731143,AMA UBS VILA IMPERIO,CENTRO DE SAUDE/UNIDADE BASICA
2789051,AMA UBS VILA MEDEIROS,CENTRO DE SAUDE/UNIDADE BASICA
2789078,AMA UBS VILA MISSIONARIA,CENTRO DE SAUDE/UNIDADE BASICA
2789116,AMA UBS VILA NOVA JAGUARE,CENTRO DE SAUDE/UNIDADE BASICA
2752379,AMA UBS VILA ORATORIO DR TITO PEDRO MASCELANI,CENTRO DE SAUDE/UNIDADE BASICA
2789140,AMA UBS VILA PALMEIRAS,CENTRO DE SAUDE/UNIDADE BASICA
2789167,AMA UBS VILA PEREIRA BARRETO,CENTRO DE SAUDE/UNIDADE BASICA
2789175,AMA UBS VILA PIAUI,CENTRO DE SAUDE/UNIDADE BASICA
2789205,AMA UBS VILA PREL ANTONIO BERNARDES DE OLIVEIRA,CENTRO DE SAUDE/UNIDADE BASICA
6592899,AMA UBS VILA SILVIA,CENTRO DE SAUDE/UNIDADE BASICA
2789256,AMA UBS VILA SONIA,CENTRO DE SAUDE/UNIDADE BASICA
2064855,UBS AGUA FUNDA,CENTRO DE SAUDE/UNIDADE BASICA
4049896,UBS ALCINA PIMENTEL PIZA,CENTRO DE SAUDE/UNIDADE BASICA
3385264,UBS ALMIRANTE DELAMARE,CENTRO DE SAUDE/UNIDADE BASICA
2091747,UBS ALPES DO JARAGUA,CENTRO DE SAUDE/UNIDADE BASICA
2786737,UBS ALTO DA RIVIERA,CENTRO DE SAUDE/UNIDADE BASICA
3503488,UBS ALTO DE PINHEIROS DR SUEL ABUJAMRA,CENTRO DE SAUDE/UNIDADE BASICA
2786745,UBS ALTO DO UMUARAMA,CENTRO DE SAUDE/UNIDADE BASICA
9788409,UBS ANCHIETA,CENTRO DE SAUDE/UNIDADE BASICA
2786729,UBS ANTONIO ESTEVAO DE CARVALHO,CENTRO DE SAUDE/UNIDADE BASICA
2774763,UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO,CENTRO DE SAUDE/UNIDADE BASICA
6269567,UBS ATUALPA GIRAO RABELO,CENTRO DE SAUDE/UNIDADE BASICA
2786761,UBS AUGUSTO LEOPOLDO A GALVAO,CENTRO DE SAUDE/UNIDADE BASICA
9072349,UBS AUTODROMO DR FAUZER SIMAO ABRAO,CENTRO DE SAUDE/UNIDADE BASICA
6332420,UBS BARRAGEM,CENTRO DE SAUDE/UNIDADE BASICA
2786788,UBS BARRO BRANCO,CENTRO DE SAUDE/UNIDADE BASICA
2752174,UBS BELENZINHO MARCUS WOLOSKER,CENTRO DE SAUDE/UNIDADE BASICA
2029618,UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO,CENTRO DE SAUDE/UNIDADE BASICA
6048633,UBS BORACEA,CENTRO DE SAUDE/UNIDADE BASICA
2752182,UBS BRAS DR MANOEL SALDIVA NETO,CENTRO DE SAUDE/UNIDADE BASICA
2786818,UBS BRASILANDIA,CENTRO DE SAUDE/UNIDADE BASICA
5313902,UBS BRASILIA M BOI,CENTRO DE SAUDE/UNIDADE BASICA
2752190,UBS BURGO PAULISTA,CENTRO DE SAUDE/UNIDADE BASICA
2786826,UBS BUTANTA,CENTRO DE SAUDE/UNIDADE BASICA
4493532,UBS CAJU,CENTRO DE SAUDE/UNIDADE BASICA
2786834,UBS CAMBUCI,CENTRO DE SAUDE/UNIDADE BASICA
3452689,UBS CAMPO GRANDE,CENTRO DE SAUDE/UNIDADE BASICA
2786842,UBS CAMPO LIMPO,CENTRO DE SAUDE/UNIDADE BASICA
7884192,UBS CANTINHO DO CEU,CENTRO DE SAUDE/UNIDADE BASICA
2068079,UBS CARANDIRU,CENTRO DE SAUDE/UNIDADE BASICA
4050347,UBS CARLOS GENTILE DE MELO,CENTRO DE SAUDE/UNIDADE BASICA
2027682,UBS CASA VERDE,CENTRO DE SAUDE/UNIDADE BASICA
2786869,UBS CASA VERDE ALTA,CENTRO DE SAUDE/UNIDADE BASICA
4050177,UBS CASTRO ALVES,CENTRO DE SAUDE/UNIDADE BASICA
2786877,UBS CAXINGUI NANCI ABRANCHES,CENTRO DE SAUDE/UNIDADE BASICA
3219887,UBS CDHU PALANQUE,CENTRO DE SAUDE/UNIDADE BASICA
3992101,UBS CHACARA DO CONDE,CENTRO DE SAUDE/UNIDADE BASICA
6280188,UBS CHACARA DO SOL,CENTRO DE SAUDE/UNIDADE BASICA
2786885,UBS CHACARA INGLESA,CENTRO DE SAUDE/UNIDADE BASICA
3049213,UBS CHACARA SANTA MARIA,CENTRO DE SAUDE/UNIDADE BASICA
4050053,UBS CHACARA SANTANA,CENTRO DE SAUDE/UNIDADE BASICA
6090591,UBS CHACARA SANTO AMARO,CENTRO DE SAUDE/UNIDADE BASICA
2765993,UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F,CENTRO DE SAUDE/UNIDADE BASICA
2027666,UBS CHORA MENINO,CENTRO DE SAUDE/UNIDADE BASICA
5743583,UBS CIDADE IPAVA,CENTRO DE SAUDE/UNIDADE BASICA
2786893,UBS CIDADE JULIA,CENTRO DE SAUDE/UNIDADE BASICA
2057131,UBS CIDADE KEMEL,CENTRO DE SAUDE/UNIDADE BASICA
2786907,UBS CIDADE LIDER,CENTRO DE SAUDE/UNIDADE BASICA
2786915,UBS CIDADE NOVA SAO MIGUEL,CENTRO DE SAUDE/UNIDADE BASICA
2786923,UBS CIDADE PATRIARCA DR HERMENEGILDO MORBIN JUNIOR,CENTRO DE SAUDE/UNIDADE BASICA
2046962,UBS CIDADE PEDRO JOSE NUNES,CENTRO DE SAUDE/UNIDADE BASICA
2027038,UBS CIDADE SATELITE SANTA BARBARA,CENTRO DE SAUDE/UNIDADE BASICA
2774771,UBS CIDADE TIRADENTES LUIS MARANHAO,CENTRO DE SAUDE/UNIDADE BASICA
3738582,UBS CITY JARAGUA,CENTRO DE SAUDE/UNIDADE BASICA
6018939,UBS COLONIA,CENTRO DE SAUDE/UNIDADE BASICA
9460551,UBS CONJUNTO AE CARVALHO - FRANCISCO MOREIRA GUEDIS,CENTRO DE SAUDE/UNIDADE BASICA
2788012,UBS CONJUNTO DO IPESP,CENTRO DE SAUDE/UNIDADE BASICA
2786958,UBS COSTA MELO,CENTRO DE SAUDE/UNIDADE BASICA
4049977,UBS CRUZ DAS ALMAS,CENTRO DE SAUDE/UNIDADE BASICA
2786966,UBS CUPECE DR WALDOMIRO PREGNOLATTO,CENTRO DE SAUDE/UNIDADE BASICA
2786974,UBS DOM ANGELICO,CENTRO DE SAUDE/UNIDADE BASICA
2786982,UBS DOM JOAO NERY,CENTRO DE SAUDE/UNIDADE BASICA
2787008,UBS DOMINGOS MANTELLI,CENTRO DE SAUDE/UNIDADE BASICA
2786710,UBS DONA ADELAIDE LOPES,CENTRO DE SAUDE/UNIDADE BASICA
2027690,UBS DONA MARIQUINHA SCIASCIA,CENTRO DE SAUDE/UNIDADE BASICA
2786753,UBS DR ANTONIO PIRES FERREIRA VILLALOBO,CENTRO DE SAUDE/UNIDADE BASICA
2042983,UBS DR EDUARDO ROMANO RESCHILIAN,CENTRO DE SAUDE/UNIDADE BASICA
2042541,UBS DR JOSE TOLEDO PIZA,CENTRO DE SAUDE/UNIDADE BASICA
2042975,UBS DR OSWALDO MARASCA JUNIOR,CENTRO DE SAUDE/UNIDADE BASICA
2788551,UBS DR SERGIO CHADDAD,CENTRO DE SAUDE/UNIDADE BASICA
2091712,UBS DR WALTER ELIAS,CENTRO DE SAUDE/UNIDADE BASICA
2787148,UBS DRA ILZA WELTMAN HUTZLER,CENTRO DE SAUDE/UNIDADE BASICA
9986898,UBS ELISA MARIA II DR CAMILO CRISTOFARO MARTINS,CENTRO DE SAUDE/UNIDADE BASICA
9488413,UBS ENCOSTA NORTE LUIZ JOSE SANTOS,CENTRO DE SAUDE/UNIDADE BASICA
2752220,UBS ENG GOULART JOSE PIRES,CENTRO DE SAUDE/UNIDADE BASICA
2787032,UBS ENGENHEIRO TRINDADE,CENTRO DE SAUDE/UNIDADE BASICA
2065266,UBS ERMELINO MATARAZZO,CENTRO DE SAUDE/UNIDADE BASICA
2789159,UBS FATIMA DE JESUS VIANA ROSA,CENTRO DE SAUDE/UNIDADE BASICA
2787040,UBS FAZENDA DA JUTA I,CENTRO DE SAUDE/UNIDADE BASICA
2788020,UBS FAZENDA DA JUTA II,CENTRO DE SAUDE/UNIDADE BASICA
2787059,UBS FERROVIARIOS,CENTRO DE SAUDE/UNIDADE BASICA
2787067,UBS GAIVOTAS,CENTRO DE SAUDE/UNIDADE BASICA
2787075,UBS GLEBA DO PESSEGO,CENTRO DE SAUDE/UNIDADE BASICA
3121135,UBS GRAFICOS,CENTRO DE SAUDE/UNIDADE BASICA
4050010,UBS GUAIANASES II,CENTRO DE SAUDE/UNIDADE BASICA
2787083,UBS GUAIANAZES,CENTRO DE SAUDE/UNIDADE BASICA
2030934,UBS GUARANI VARGAS,CENTRO DE SAUDE/UNIDADE BASICA
8147159,UBS HELENA MIGUEL REZEK,CENTRO DE SAUDE/UNIDADE BASICA
9188177,UBS HELIOPOLIS,CENTRO DE SAUDE/UNIDADE BASICA
2787105,UBS HORIZONTE AZUL,CENTRO DE SAUDE/UNIDADE BASICA
2068044,UBS HORTO FLORESTAL,CENTRO DE SAUDE/UNIDADE BASICA
2787113,UBS HUMAITA DR JOAO DE AZEVEDO LAGE,CENTRO DE SAUDE/UNIDADE BASICA
2788438,UBS IACAPE JARDIM PLANALTO,CENTRO DE SAUDE/UNIDADE BASICA
2787121,UBS IGUACU MARIA JOSE MARIANO DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA
3661660,UBS INACIO MONTEIRO,CENTRO DE SAUDE/UNIDADE BASICA
2788578,UBS INDIANOPOLIS SIGMUND FREUD,CENTRO DE SAUDE/UNIDADE BASICA
9343121,UBS INTERATIVA,CENTRO DE SAUDE/UNIDADE BASICA
