CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,COD_CEP,BAIRRO,ZONA
5789583,BASE SAMU LESTE UPA JD HELENA URAM MC2031,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08090370,Jardim Helena,Zona Leste
5789702,BASE SAMU LESTE UPA JD HELENA URAM MC2050,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08090370,Jardim Helena,Zona Leste
7001428,BASE SAMU LESTE UPA JULIO TUPY AM1158,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08431640,Parque Guaianazes,Zona Leste
5789710,BASE SAMU LESTE UPA JULIO TUPY URAM MC2032,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08431640,Parque Guaianazes,Zona Leste
5789737,BASE SAMU LESTE UPA JULIO TUPY URAM MC2051,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08431640,Parque Guaianazes,Zona Leste
7018231,BASE SAMU LESTE UPA TITO LOPES AM1087,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,08020000,Vila Americana,Zona Leste
7018029,BASE SAMU LESTE USP LESTE AM1192,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03828000,Vila Guaraciaba,Zona Leste
7272812,BASE SAMU LESTE USP LESTE URAM MC2015,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03828000,Vila Guaraciaba,Zona Leste
7272669,BASE SAMU LESTE USP LESTE URAM MC2016,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03828000,Vila Guaraciaba,Zona Leste
7001509,BASE SAMU NORTE CAPS PIRITUBA AM 1163,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02933140,Vila Palmeiras,Zona Norte
7030479,BASE SAMU NORTE CECCO JACANA AM1159,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02273010,Jaçanã,Zona Norte
7272057,BASE SAMU NORTE H E MANDAQUI AM1085,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02405001,Santana,Zona Norte
7272022,BASE SAMU NORTE H E MANDAQUI AM1086 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02405001,Santana,Zona Norte
7272030,BASE SAMU NORTE H E MANDAQUI AM1161,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02405001,Santana,Zona Norte
7272596,BASE SAMU NORTE H E MANDAQUI URAM MC2033,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02405001,Santana,Zona Norte
7272618,BASE SAMU NORTE H E MANDAQUI URAM MC2034,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02405001,Santana,Zona Norte
7272065,BASE SAMU NORTE H M CACHOEIRINHA AM1197,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02720200,Limão,Zona Norte
7272529,BASE SAMU NORTE H M PIRITUBA HUNGRIA URAM MC2021,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02945000,Jardim Cidade Pirituba,Zona Norte
7272545,BASE SAMU NORTE H M PIRITUBA HUNGRIA URAM MC2022,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02945000,Jardim Cidade Pirituba,Zona Norte
7257449,BASE SAMU NORTE HUNGRIA H M PIRITUBA AM1084,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02945000,Jardim Cidade Pirituba,Zona Norte
7272014,BASE SAMU NORTE HUNGRIA H M PIRITUBA AM1187,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02945000,Jardim Cidade Pirituba,Zona Norte
7030576,BASE SAMU NORTE HUNGRIA H M PIRITUBA AM1198,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02945000,Jardim Cidade Pirituba,Zona Norte
7272553,BASE SAMU NORTE JOVA RURAL URAM MC2024,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02281200,Conjunto Habitacional Jova Rural,Zona Norte
7272561,BASE SAMU NORTE JOVA RURAL URAM MC2025,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02281200,Conjunto Habitacional Jova Rural,Zona Norte
7030533,BASE SAMU NORTE PB TUCURUVI AM1078 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02341000,Tucuruvi,Zona Norte
7271999,BASE SAMU NORTE PERUS AM 1160,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05208110,Vila Perus,Zona Oeste
7030541,BASE SAMU NORTE PERUS AM1112,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05208110,Vila Perus,Zona Oeste
7030444,BASE SAMU NORTE PERUS AM1162,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05208110,Vila Perus,Zona Oeste
7272626,BASE SAMU NORTE PERUS URAM MC2028,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05208110,Vila Perus,Zona Oeste
7272642,BASE SAMU NORTE PERUS URAM MC2029,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05208110,Vila Perus,Zona Oeste
7030606,BASE SAMU NORTE PIRITUBA PB AM1069 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05128010,Parque Maria Domitila,Zona Oeste
7255675,BASE SAMU NORTE PS SANTANA AM1194,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02011100,Santana,Zona Norte
5850363,BASE SAMU NORTE PS SANTANA URAM MC1092,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02011100,Santana,Zona Norte
5850371,BASE SAMU NORTE PS SANTANA URAM MC1122,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02011100,Santana,Zona Norte
7272006,BASE SAMU NORTE SUBPREF VILA MARIA AM 1164,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02168020,Jardim Andaraí,Zona Norte
7030614,BASE SAMU NORTE SUBPREF VILA MARIA AM1083,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02127020,Vila Maria Alta,Zona Norte
7001363,BASE SAMU NORTE UBS AMA VILA PALMEIRAS AM1165,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02727020,Vila Palmeiras,Zona Norte
7272049,BASE SAMU NORTE UBS DR WALTER ELIAS AM1110,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02518020,Jardim das Laranjeiras,Zona Norte
7030495,BASE SAMU NORTE UBS ELISIO TEIXEIRA AM1070,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02815000,Conjunto Residencial Elisio Teixeira Leite,Zona Norte
7030509,BASE SAMU NORTE UBS ELISIO TEIXEIRA AM1195,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02815000,Conjunto Residencial Elisio Teixeira Leite,Zona Norte
7029470,BASE SAMU NORTE UPA 21 DE JUNHO AM1111,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02736070,Parque Monteiro Soares,Zona Norte
5752396,BASE SAMU NORTE UPA 21 DE JUNHO URAM MC2002,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02736070,Parque Monteiro Soares,Zona Norte
5752418,BASE SAMU NORTE UPA 21 DE JUNHO URAM MC2009,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02736070,Parque Monteiro Soares,Zona Norte
7030460,BASE SAMU NORTE UPA JACANA AM1196,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02278040,Vila Nilo,Zona Norte
7030622,BASE SAMU NORTE VILA MARIA ANDARAI AM1068,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02181160,Parque Novo Mundo,Zona Norte
5752434,BASE SAMU NORTE VILA MARIA ANDARAI URAM MC2001,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02168020,Jardim Andaraí,Zona Norte
5752450,BASE SAMU NORTE VILA MARIA ANDARAI URAM MC2008,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,02168020,Jardim Andaraí,Zona Norte
7030630,BASE SAMU OESTE AMA SOROCABANA AM1183 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05049000,Vila Romana,Zona Oeste
7018150,BASE SAMU OESTE AMA SOROCABANA AM1210,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05049000,Vila Romana,Zona Oeste
7271913,BASE SAMU OESTE ARISTIDES VIADANA AM1186,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05038020,Parque Residencial da Lapa,Zona Oeste
5752469,BASE SAMU OESTE ARISTIDES VIADANA URAM MC2019,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05038020,Parque Residencial da Lapa,Zona Oeste
5752477,BASE SAMU OESTE ARISTIDES VIADANA URAM MC2027,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05038020,Parque Residencial da Lapa,Zona Oeste
7018177,BASE SAMU OESTE CAPS ITAIM BIBI AM1185,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04538081,Itaim Bibi,Zona Sul
7001398,BASE SAMU OESTE CID UNIVERSITARIA AM1099,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05508070,Butantã,Zona Oeste
7271921,BASE SAMU OESTE CID UNIVERSITARIA AM1116,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05508070,Butantã,Zona Oeste
7271948,BASE SAMU OESTE CID UNIVERSITARIA AM1190 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05508070,Butantã,Zona Oeste
7272251,BASE SAMU OESTE CID UNIVERSITARIA URAM MC2037,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05508070,Butantã,Zona Oeste
7272278,BASE SAMU OESTE CID UNIVERSITARIA URAM MC2038,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05508070,Butantã,Zona Oeste
6999700,BASE SAMU OESTE H M MARIO DEGNI AM1114,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05576100,Jardim Boa Vista (Zona Oeste),Zona Oeste
7272081,BASE SAMU OESTE LAPA AM 1184,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05319000,Vila Hamburguesa,Zona Oeste
7255705,BASE SAMU OESTE LAPA AM1077,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05319000,Vila Hamburguesa,Zona Oeste
5789826,BASE SAMU OESTE LAPA URAM MC2036,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05319000,Vila Hamburguesa,Zona Oeste
5790034,BASE SAMU OESTE LAPA URAM MC2053,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05319000,Vila Hamburguesa,Zona Oeste
7024312,BASE SAMU OESTE PAT BAND AM1098 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04548060,Vila Olímpia,Zona Sul
7272766,BASE SAMU OESTE PAT BAND URAM MC2039,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04548060,Vila Olímpia,Zona Sul
7272731,BASE SAMU OESTE PAT BAND URAM MC2040,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04548060,Vila Olímpia,Zona Sul
7255748,BASE SAMU OESTE PB BUTANTA AM1101,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05593090,Jardim Bonfiglioli,Zona Oeste
5850452,BASE SAMU OESTE REAL PARQUE URAM MC1108,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05684030,Real Parque,Zona Oeste
5850460,BASE SAMU OESTE REAL PARQUE URAM MC1137,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05684030,Real Parque,Zona Oeste
7271905,BASE SAMU OESTE RIO PEQUENO AM1115,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05376000,Vila Antônio,Zona Oeste
6983774,BASE SAMU OESTE RIO PEQUENO AM1121,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05350010,Rio Pequeno,Zona Oeste
7272456,BASE SAMU OESTE RIO PEQUENO URAM MC2041,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05376000,Vila Antônio,Zona Oeste
7272464,BASE SAMU OESTE RIO PEQUENO URAM MC2042,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05376000,Vila Antônio,Zona Oeste
7018169,BASE SAMU OESTE UBS JARDIM COLOMBO AM1100,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05350010,Rio Pequeno,Zona Oeste
5790255,BASE SAMU OESTE UBS JARDIM COLOMBO URAM MC2035,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05629000,Jardim Colombo,Zona Oeste
5790042,BASE SAMU OESTE UBS JARDIM COLOMBO URAM MC2052,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05629000,Jardim Colombo,Zona Oeste
6999727,BASE SAMU SUDESTE AMA HERMENEGILDO AM1201,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03223170,Jardim Independência,Zona Leste
7272197,BASE SAMU SUDESTE CUPECE AM1202,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04378300,Vila Mascote,Zona Sul
7272154,BASE SAMU SUDESTE H M IPIRANGA AM1072,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04211000,Ipiranga,Zona Sul
7272200,BASE SAMU SUDESTE H M IPIRANGA AM1073,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04211000,Ipiranga,Zona Sul
7272146,BASE SAMU SUDESTE H M IPIRANGA AM1095,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04211000,Ipiranga,Zona Sul
7272219,BASE SAMU SUDESTE H M TATUAPE AM1119,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03085030,Parque São Jorge,Zona Leste
7271956,BASE SAMU SUDESTE H M TATUAPE AM1182 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03085030,Parque São Jorge,Zona Leste
6984150,BASE SAMU SUDESTE H M VILA NHOCUNE AM1204,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03558000,Vila Nhocune,Zona Leste
7272774,BASE SAMU SUDESTE JARDIM GRIMALDI AM 1167,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03922040,Jardim Grimaldi,Zona Leste
6999689,BASE SAMU SUDESTE JARDIM GRIMALDI AM1118,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03922040,Jardim Grimaldi,Zona Leste
7272340,BASE SAMU SUDESTE JARDIM GRIMALDI URAM MC2043,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03922040,Jardim Grimaldi,Zona Leste
7272375,BASE SAMU SUDESTE JARDIM GRIMALDI URAM MC2044,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03922040,Jardim Grimaldi,Zona Leste
7272316,BASE SAMU SUDESTE PARQUE CERET URAM MC2046,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03336060,Vila Regente Feijó,Zona Leste
7272324,BASE SAMU SUDESTE PARQUE CERET URAM MC2047,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03336060,Vila Regente Feijó,Zona Leste
7272111,BASE SAMU SUDESTE PB MOOCA AM 1166,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03168009,Mooca,Zona Leste
7272189,BASE SAMU SUDESTE PB MOOCA AM1093 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03181070,Vila Bertioga,Zona Leste
6999794,BASE SAMU SUDESTE PB SAPOPEMBA AM1171,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03921080,Jardim Iva,Zona Leste
7018436,BASE SAMU SUDESTE SABOYA AM1117,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04377220,Vila Mira,Zona Sul
7272073,BASE SAMU SUDESTE SABOYA AM1170,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04377220,Vila Mira,Zona Sul
5752485,BASE SAMU SUDESTE SABOYA URAM MC2030,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04377220,Vila Mira,Zona Sul
5752515,BASE SAMU SUDESTE SABOYA URAM MC2049,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04377220,Vila Mira,Zona Sul
7255780,BASE SAMU SUDESTE SACOMA AM 1168,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04232000,Ipiranga,Zona Sul
7272693,BASE SAMU SUDESTE SACOMA URAM MC2054,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04232000,Ipiranga,Zona Sul
7272707,BASE SAMU SUDESTE SACOMA URAM MC2055,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04232000,Ipiranga,Zona Sul
7272138,BASE SAMU SUDESTE TCM AM1096 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04027000,Vila Clementino,Zona Sul
6999808,BASE SAMU SUDESTE UBS SAO NICOLAU AM1074,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03690000,Jardim Nordeste,Zona Leste
6999719,BASE SAMU SUDESTE UBS SAO NICOLAU AM1094,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03690000,Jardim Nordeste,Zona Leste
7257384,BASE SAMU SUDESTE UBS VILA ESPERANCA AM1169,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03644070,Vila Beatriz,Zona Leste
7255802,BASE SAMU SUDESTE UBS VILA ESPERANCA AM1203,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03644070,Vila Beatriz,Zona Leste
6984193,BASE SAMU SUDESTE UPA III CARRAO AM1092,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03403002,Vila Carrão,Zona Leste
7272413,BASE SAMU SUDESTE UPA III CARRAO AM1172,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,03446010,Vila Carrão,Zona Leste
7272898,BASE SAMU SUL AMA CAPAO AM1103,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05755090,Jardim Umarizal,Zona Oeste
6980953,BASE SAMU SUL CAPS AD III JARDIM SAO LUIZ AM1150 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05841000,Vila das Belezas,Zona Oeste
5850479,BASE SAMU SUL CAPS AD III JD SAO LUIS URAM MC1117,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05841000,Vila das Belezas,Zona Oeste
5850487,BASE SAMU SUL CAPS AD III JD SAO LUIS URAM MC1120,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05841000,Vila das Belezas,Zona Oeste
7001347,BASE SAMU SUL CAPS AD LARGO 13 AM1106,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04757120,Jardim Dom Bosco,Zona Sul
7024428,BASE SAMU SUL CAPS AD LARGO 13 AM1205,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04757120,Jardim Dom Bosco,Zona Sul
5752523,BASE SAMU SUL CAPS AD LARGO XIII URAM MC2023,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04757120,Jardim Dom Bosco,Zona Sul
5752558,BASE SAMU SUL CAPS AD LARGO XIII URAM MC2048,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04757120,Jardim Dom Bosco,Zona Sul
7272901,BASE SAMU SUL CAPS PARAISOPOLIS AM1061,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,05656010,Fazenda Morumbi,Zona Oeste
6999697,BASE SAMU SUL CER III SANTO AMARO AM 1179,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04444000,Usina Piratininga,Zona Sul
6983790,BASE SAMU SUL CER III SANTO AMARO AM1120,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04444000,Usina Piratininga,Zona Sul
7001339,BASE SAMU SUL CEU ALVARENGA AM1206,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04474340,Balneário São Francisco,Zona Sul
6984061,BASE SAMU SUL CIDADE ADEMAR AM1062,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04657000,Vila Constança,Zona Sul
7024371,BASE SAMU SUL CIDADE ADEMAR AM1104,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04657000,Vila Constança,Zona Sul
7024398,BASE SAMU SUL CIDADE ADEMAR AM1176,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04657000,Vila Constança,Zona Sul
6980740,BASE SAMU SUL H M MBOI MIRIM AM 1174,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04948030,Parque do Lago,Zona Sul
7024401,BASE SAMU SUL H M MBOI MIRIM AM1173,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04948030,Parque do Lago,Zona Sul
6982816,BASE SAMU SUL H M MBOI MIRIM AM1175,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04948030,Parque do Lago,Zona Sul
7272383,BASE SAMU SUL H M MBOI MIRIM URAM MC2056,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04948030,Parque do Lago,Zona Sul
7272405,BASE SAMU SUL H M MBOI MIRIM URAM MC2057,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04948030,Parque do Lago,Zona Sul
6982727,BASE SAMU SUL H M PARELHEIROS AM1065,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04883290,Jardim Roschel,Zona Sul
7024347,BASE SAMU SUL H M PARELHEIROS AM1067,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04883290,Jardim Roschel,Zona Sul
6982824,BASE SAMU SUL INTERLAGOS AM1080,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04777001,Interlagos,Zona Sul
7255691,BASE SAMU SUL INTERLAGOS AM1102 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04777001,Interlagos,Zona Sul
7272235,BASE SAMU SUL INTERLAGOS AM1122,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04777001,Interlagos,Zona Sul
7272855,BASE SAMU SUL INTERLAGOS URAM MC2058,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04777001,Interlagos,Zona Sul
7272863,BASE SAMU SUL INTERLAGOS URAM MC2059,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04777001,Interlagos,Zona Sul
7272804,BASE SAMU SUL MARIA ANTONIETA URAM MC2000,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04845000,Jardim Somara,Zona Sul
7272790,BASE SAMU SUL MARIA ANTONIETA URAM MC2007,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04845000,Jardim Somara,Zona Sul
7257392,BASE SAMU SUL SUVIS CIDADE ADEMAR AM1180 SAV,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04368060,Jardim Santo Antoninho,Zona Sul
6983952,BASE SAMU SUL UBS ANCHIETA AM1189,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04855000,Parque São Miguel,Zona Sul
6982832,BASE SAMU SUL UBS JARDIM EMBURA AM1066,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04893050,Embura,Zona Sul
6982751,BASE SAMU SUL UPA MARIA ANTONIETA AM 1178,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04845000,Jardim Somara,Zona Sul
7272227,BASE SAMU SUL UPA MARIA ANTONIETA AM1177,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04845000,Jardim Somara,Zona Sul
6982697,BASE SAMU SUL UPA VERA CRUZ AM1105,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04965140,Jardim Vera Cruz(Zona Sul),Zona Sul
8415188,BASE SAMU SUL CER III SANTO AMARO URAM MC1106,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04444000,Usina Piratininga,Zona Sul
8415196,BASE SAMU SUL CER III SANTO AMARO URAM MC1123,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,04444000,Usina Piratininga,Zona Sul
2090147,BAXTER RCS CENTRO DE CUIDADO RENAL,CLINICA/CENTRO DE ESPECIALIDADE,02401300,Santana,Zona Norte
