CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,COD_CEP,BAIRRO,ZONA
7975473,CEO III SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE,08010150,Vila Doutor Eiras,Zona Leste
5380197,CEO III VISCONDE DE ITAUNA,CLINICA/CENTRO DE ESPECIALIDADE,04207001,Ipiranga,Zona Sul
7979371,CEO ITAIM PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE,08110460,Jardim Aimoré,Zona Leste
7954913,CER II BUTANTA,CLINICA/CENTRO DE ESPECIALIDADE,05535100,Jardim Peri Peri,Zona Oeste
5468094,CER II CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE,08471100,Cidade Tiradentes,Zona Leste
6930980,CER II FREGUESIA DO O / BRASILANDIA,CLINICA/CENTRO DE ESPECIALIDADE,02910015,Freguesia do Ó,Zona Norte
4934741,CER II GIRASSOL,CLINICA/CENTRO DE ESPECIALIDADE,05788230,Jardim Bom Refúgio,Zona Oeste
7739834,CER II GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE,08465000,Conjunto Habitacional Juscelino Kubitschek,Zona Leste
9698892,CER II JACANA,CLINICA/CENTRO DE ESPECIALIDADE,02258220,Vila Constança,Zona Norte
7403496,CER II JARDIM CAMARGO NOVO,CLINICA/CENTRO DE ESPECIALIDADE,08121270,Jardim Camargo Novo,Zona Leste
7389760,CER II JARDIM CAMPOS,CLINICA/CENTRO DE ESPECIALIDADE,08152040,Jardim Bartira,Zona Leste
9831061,CER II JARDIM SOARES,CLINICA/CENTRO DE ESPECIALIDADE,08465000,Conjunto Habitacional Juscelino Kubitschek,Zona Leste
6642470,CER II PARELHEIROS,CLINICA/CENTRO DE ESPECIALIDADE,04864050,Balneário São José,Zona Sul
9844597,CER II PARQUE ARTHUR ALVIM,CLINICA/CENTRO DE ESPECIALIDADE,03566010,Vila Santa Teresa (Zona Leste),Zona Leste
4103947,CER II PERUS,CLINICA/CENTRO DE ESPECIALIDADE,05201070,Vila Fanton,Zona Oeste
2027607,CER II TATUAPE DR SALOMAO CROCHIK,CLINICA/CENTRO DE ESPECIALIDADE,03304065,Cidade Mãe do Céu,Zona Leste
7798903,CER II TUCURUVI,CLINICA/CENTRO DE ESPECIALIDADE,02029000,Carandiru,Zona Norte
7736878,CER II VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE,04065004,Planalto Paulista,Zona Sul
9831045,CER II VILA NOSSA SENHORA APARECIDA,CLINICA/CENTRO DE ESPECIALIDADE,08215260,Itaquera,Zona Leste
7641982,CER II VILA PRUDENTE,CLINICA/CENTRO DE ESPECIALIDADE,03132050,Vila Prudente,Zona Leste
9335560,CER III CAMPO LIMPO,CLINICA/CENTRO DE ESPECIALIDADE,05797000,Jardim Ipê,Zona Oeste
7766904,CER III CARANDIRU,CLINICA/CENTRO DE ESPECIALIDADE,02067020,Carandiru,Zona Norte
7706332,CER III CIDADE ADEMAR,CLINICA/CENTRO DE ESPECIALIDADE,04463010,Balneário Mar Paulista,Zona Sul
9831037,CER III ERMELINO MATARAZZO,CLINICA/CENTRO DE ESPECIALIDADE,03807080,Vila Paranaguá,Zona Leste
4215818,CER III INTERLAGOS,CLINICA/CENTRO DE ESPECIALIDADE,04776003,Socorro,Zona Sul
7646410,CER III LAPA,CLINICA/CENTRO DE ESPECIALIDADE,05049000,Vila Romana,Zona Oeste
4223063,CER III MOEMA,CLINICA/CENTRO DE ESPECIALIDADE,04086011,Indianópolis,Zona Sul
7641974,CER III PENHA,CLINICA/CENTRO DE ESPECIALIDADE,03632010,Penha de França,Zona Leste
4076133,CER III PIRITUBA LIBERATO RAGONHA,CLINICA/CENTRO DE ESPECIALIDADE,05124050,Parque São Domingos,Zona Oeste
6516998,CER III SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE,04444000,Usina Piratininga,Zona Sul
7393822,CER III SAO MATEUS,CLINICA/CENTRO DE ESPECIALIDADE,03937090,Jardim Imperador (Zona Leste),Zona Leste
7641990,CER III SAPOPEMBA,CLINICA/CENTRO DE ESPECIALIDADE,03988000,Jardim Planalto,Zona Leste
7407610,CER III SE,CLINICA/CENTRO DE ESPECIALIDADE,01020030,Sé,Centro
7642008,CER IV FLAVIO GIANNOTTI,CLINICA/CENTRO DE ESPECIALIDADE,04211000,Ipiranga,Zona Sul
6657141,CER IV M BOI MIRIM,CLINICA/CENTRO DE ESPECIALIDADE,04920000,Jardim Herculano,Zona Sul
9844589,CER IV MILTON ALDRED,CLINICA/CENTRO DE ESPECIALIDADE,04840230,Conjunto Habitacional Brigadeiro Faria Lima,Zona Sul
7642016,CER IV SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE,08010130,Vila Americana,Zona Leste
3389790,CEREST-CENT.REF EST SAUDE DO TRABALHADOR-SES,CLINICA/CENTRO DE ESPECIALIDADE,01246000,Pacaembu,Centro
5882745,CID MOOCA,CLINICA/CENTRO DE ESPECIALIDADE,03114000,Mooca,Zona Leste
6233422,CLINICA DE NEFROLOGIA RENALCLASS,CLINICA/CENTRO DE ESPECIALIDADE,01239040,Higienópolis,Centro
5263719,CLINICA ESPEC ALLERGY,CLINICA/CENTRO DE ESPECIALIDADE,03321000,Vila Gomes Cardim,Zona Leste
3044742,CLINICA FIDI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04739010,Santo Amaro,Zona Sul
3399222,CLINICA HCM HIGEIA,CLINICA/CENTRO DE ESPECIALIDADE,01321001,Bela Vista,Centro
2073471,CLINICA LESTE,CLINICA/CENTRO DE ESPECIALIDADE,08210590,Itaquera,Zona Leste
6228194,CLINICA NEFROLOGICA DO ITAIM PAULISTA,CLINICA/CENTRO DE ESPECIALIDADE,08115100,Itaim Paulista,Zona Leste
7499078,CLINICA NEFROLOGICA SANTA CATARINA,CLINICA/CENTRO DE ESPECIALIDADE,03958000,Cidade São Mateus,Zona Leste
2048094,CLINICA NEFROLOGICA SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE,08011710,Jardim Alto Pedroso,Zona Leste
5375711,CLINICA ODONTO ADYR A.GURGEL (MUN_MAIO/07),CLINICA/CENTRO DE ESPECIALIDADE,04120030,Vila Mariana,Zona Sul
9547231,CLINICA ZDI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03303000,Quarta Parada,Zona Leste
2091569,CNTT CLINICA NEFROLOGICA,CLINICA/CENTRO DE ESPECIALIDADE,03065010,Tatuapé,Zona Leste
2088932,COLSAN - SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04080006,Indianópolis,Zona Sul
2765985,COMPLEXO REGULADOR MUN SAO PAULO,CENTRAL DE REGULACAO DO ACESSO,01509020,Liberdade,Centro
0847275,CONSULTORIO CIES PIRITUBA,UNIDADE MOVEL TERRESTRE,02919100,Vila Pereira Barreto,Zona Norte
3141446,COORDENADORIA DE VIGILANCIA EM SAUDE - COVISA,UNIDADE DE VIGILANCIA EM SAUDE,01508020,Liberdade,Centro
3446875,COORDENADORIA REGIONAL DE SAUDE LESTE,CENTRAL DE GESTAO EM SAUDE,08041000,Jardim São Sebastião,Zona Leste
3446840,COORDENADORIA REGIONAL DE SAUDE NORTE,CENTRAL DE GESTAO EM SAUDE,02012040,Santana,Zona Norte
3446905,COORDENADORIA REGIONAL DE SAUDE OESTE,CENTRAL DE GESTAO EM SAUDE,05415030,Pinheiros,Zona Oeste
3446913,COORDENADORIA REGIONAL DE SAUDE SUDESTE,CENTRAL DE GESTAO EM SAUDE,04266000,Ipiranga,Zona Sul
3446867,COORDENADORIA REGIONAL DE SAUDE SUL,CENTRAL DE GESTAO EM SAUDE,05804900,Jardim São Luís,Zona Oeste
4042093,CR DOR CRONICA BOM RETIRO,CLINICA/CENTRO DE ESPECIALIDADE,01129000,Bom Retiro,Centro
2979497,CR DOR CRONICA LESTE,CLINICA/CENTRO DE ESPECIALIDADE,08010130,Vila Americana,Zona Leste
4145925,CR DOR CRONICA OESTE,CLINICA/CENTRO DE ESPECIALIDADE,05319000,Vila Hamburguesa,Zona Oeste
5992842,CR DOR CRONICA PARQUE MARIA HELENA,CLINICA/CENTRO DE ESPECIALIDADE,05854090,Parque Maria Helena,Zona Oeste
4076125,CR DOR CRONICA PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE,05124050,Parque São Domingos,Zona Oeste
0481300,CR DOR CRONICA VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE,04121050,Vila Mariana,Zona Sul
2786796,CR PICS BOSQUE DA SAUDE,CLINICA/CENTRO DE ESPECIALIDADE,04121100,Vila Mariana,Zona Sul
9113118,CR PICS CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE,08471710,Cidade Tiradentes,Zona Leste
9089772,CR PICS ERMELINO MATARAZZO - PRIMAVERA,CLINICA/CENTRO DE ESPECIALIDADE,03808170,Vila Paranaguá,Zona Leste
5841666,CR PICS GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE,08451050,Vila Iolanda(Lajeado),Zona Leste
3826872,CR PICS SAO MATEUS - PROF JOSE FELICIANO DO NASCIMENTO,CLINICA/CENTRO DE ESPECIALIDADE,03960050,Cidade São Mateus,Zona Leste
3475182,CR PICS SE,CLINICA/CENTRO DE ESPECIALIDADE,01020030,Sé,Centro
4042115,CR POP TRANSEXUAIS E TRAVESTIS JANAINA LIMA,CLINICA/CENTRO DE ESPECIALIDADE,01129000,Bom Retiro,Centro
2786664,CR ST ANDRE GRABOIS,CLINICA/CENTRO DE ESPECIALIDADE,01020030,Sé,Centro
2786672,CR ST FREGUESIA DO O,CLINICA/CENTRO DE ESPECIALIDADE,02731060,Vila Albertina,Zona Norte
2046377,CR ST LAPA,CLINICA/CENTRO DE ESPECIALIDADE,05024000,Vila Pompéia,Zona Oeste
6357091,CR ST LESTE,CLINICA/CENTRO DE ESPECIALIDADE,08210180,Itaquera,Zona Leste
2752034,CR ST SANTO AMARO,CLINICA/CENTRO DE ESPECIALIDADE,04733100,Santo Amaro,Zona Sul
2086794,CR ST SUDESTE MOOCA,CLINICA/CENTRO DE ESPECIALIDADE,03166030,Mooca,Zona Leste
5301238,CREN VILA JACUI PADRE TICAO,CLINICA/CENTRO DE ESPECIALIDADE,03813310,Jardim Matarazzo,Zona Leste
5141923,CREN VILA MARIANA,CLINICA/CENTRO DE ESPECIALIDADE,04049010,Mirandópolis,Zona Sul
0274518,CROOKES SERVICOS MEDICOS,CLINICA/CENTRO DE ESPECIALIDADE,04521022,Moema,Zona Sul
3913007,CS ESCOLA BARRA FUNDA ALEXANDRE VRANJAC,CENTRO DE SAUDE/UNIDADE BASICA,01133020,Bom Retiro,Centro
2091321,CS ESCOLA GERALDO DE PAULA SOUZA,CENTRO DE SAUDE/UNIDADE BASICA,01255000,Sumaré,Centro
2091348,CS ESCOLA SAMUEL B PESSOA,CENTRO DE SAUDE/UNIDADE BASICA,05503000,Butantã,Zona Oeste
2068966,CS SES PINHEIROS-VICTOR A H MELLO,CLINICA/CENTRO DE ESPECIALIDADE,05428002,Pinheiros,Zona Oeste
3009769,CTA IST AIDS CIDADE TIRADENTES,CLINICA/CENTRO DE ESPECIALIDADE,08474120,Conjunto Habitacional Castro Alves,Zona Leste
3024652,CTA IST AIDS DR SERGIO AROUCA,CLINICA/CENTRO DE ESPECIALIDADE,08120420,Itaim Paulista,Zona Leste
7047568,CTA IST AIDS GUAIANASES,CLINICA/CENTRO DE ESPECIALIDADE,08412000,Guaianazes,Zona Leste
2752042,CTA IST AIDS HENFIL HENRIQUE DE SOUZA FILHO,CLINICA/CENTRO DE ESPECIALIDADE,01013020,Centro,Centro
0932507,CTA IST AIDS ITINERANTE DA CIDADE DE SAO PAULO,UNIDADE MOVEL TERRESTRE,01023010,Centro,Centro
3417794,CTA IST AIDS JOSE ARAUJO LIMA FILHO,CLINICA/CENTRO DE ESPECIALIDADE,05788330,Jardim Bom Refúgio,Zona Oeste
7045212,CTA IST AIDS MOOCA,CLINICA/CENTRO DE ESPECIALIDADE,03166000,Mooca,Zona Leste
2752050,CTA IST AIDS PIRITUBA,CLINICA/CENTRO DE ESPECIALIDADE,02939000,Pirituba,Zona Norte
2027259,CTA IST AIDS SANTO AMARO PAULA LEGNO,CLINICA/CENTRO DE ESPECIALIDADE,04754010,Santo Amaro,Zona Sul
2752069,CTA IST AIDS SAO MIGUEL,CLINICA/CENTRO DE ESPECIALIDADE,08011300,São Miguel Paulista,Zona Leste
4581679,CUIDAR MEDICINA RESPIRATORIA E DO SONO,POLICLINICA,04041004,Vila Clementino,Zona Sul
3064174,DAVITA ARICANDUVA,CLINICA/CENTRO DE ESPECIALIDADE,03505000,Vila Aricanduva,Zona Leste
7561709,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA,CLINICA/CENTRO DE ESPECIALIDADE,05477000,Jardim Universidade Pinheiros,Zona Oeste
2698889,DAVITA CAMBUCI,CLINICA/CENTRO DE ESPECIALIDADE,01538000,Cambuci,Centro
5550637,DAVITA JOAO DIAS,CLINICA/CENTRO DE ESPECIALIDADE,04727001,Vila Cruzeiro,Zona Sul
2048116,DAVITA MORUMBI,CLINICA/CENTRO DE ESPECIALIDADE,05624000,Vila Morse,Zona Oeste
2091615,DAVITA PENHA,CLINICA/CENTRO DE ESPECIALIDADE,03633000,Penha de França,Zona Leste
2048302,DAVITA PERDIZES,CLINICA/CENTRO DE ESPECIALIDADE,05001000,Água Branca,Zona Oeste
2057077,DAVITA SANTANA,CLINICA/CENTRO DE ESPECIALIDADE,02039090,Jardim São Paulo(Zona Norte),Zona Norte
6207693,DAVITA SERVICOS DE NEFROLOGIA JARDIM DAS IMBUIAS,CLINICA/CENTRO DE ESPECIALIDADE,04772005,Interlagos,Zona Sul
2039559,DAVITA SERVICOS DE NEFROLOGIA LAPA,CLINICA/CENTRO DE ESPECIALIDADE,05044010,Vila Romana,Zona Oeste
2048078,DAVITA SERVICOS DE NEFROLOGIA LTDA,CLINICA/CENTRO DE ESPECIALIDADE,04013043,Vila Mariana,Zona Sul
2058553,DAVITA SERVICOS DE NEFROLOGIA MOOCA LTDA,CLINICA/CENTRO DE ESPECIALIDADE,01401002,Jardim Paulista,Centro
2032228,DAVITA SERVICOS DE NEFROLOGIA POMPEIA,CLINICA/CENTRO DE ESPECIALIDADE,01232000,Santa Cecília,Centro
3524086,DAVITA SERVICOS DE NEFROLOGIA VILA OLIMPIA,CLINICA/CENTRO DE ESPECIALIDADE,05425070,Pinheiros,Zona Oeste
3443833,DIAGNOSTIKA UND DIAG PAT CIR E CITOL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01307003,Consolação,Centro
3495469,DIAMED,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),01538000,Cambuci,Centro
5015774,DIGIMAGEM HERMES PARDINI ITAIM,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04534002,Itaim Bibi,Zona Sul
7496532,DIGIMAGEM HERMES PARDINI ITAQUERA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),08210090,Itaquera,Zona Leste
9317880,DIGIMAGEM HERMES PARDINI MORUMBI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04036000,Vila Mariana,Zona Sul
7269560,DIGIMAGEM HERMES PARDINI SANTANA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02401100,Santana,Zona Norte
5015804,DIGIMAGEM HERMES PARDINI TATUAPE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03319000,Vila Gomes Cardim,Zona Leste
3306704,DIMEDI - INSTITUTO DE MEDICINA DIGITAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03308060,Vila Azevedo,Zona Leste
9286802,DIMEN SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04014011,Vila Mariana,Zona Sul
9893822,DN SERVICOS MEDICOS,UNIDADE MOVEL TERRESTRE,02731020,Vila Albertina,Zona Norte
5534305,DOCWAY,TELESSAUDE,01419911,Cerqueira César,Centro
7549598,DR CONSULTA - JABAQUARA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04321000,Vila Parque Jabaquara,Zona Sul
0483214,EL DIAGNOSTICOS JABAQUARA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04321130,Vila Parque Jabaquara,Zona Sul
7582617,EL DIAGNOSTICOS PENHA DE FRANCA,CLINICA/CENTRO DE ESPECIALIDADE,03604010,Penha de França,Zona Leste
9332952,EL DIAGNOSTICOS SANTANA,CLINICA/CENTRO DE ESPECIALIDADE,02037000,Santana,Zona Norte
2071282,ENESP-EQUIPE NEFROLOGIA DE SP LTDA,CLINICA/CENTRO DE ESPECIALIDADE,04308001,Jabaquara,Zona Sul
4631137,ESTACAO PREVENCAO CAPAO REDONDO,CLINICA/CENTRO DE ESPECIALIDADE,05798300,Jardim Avenida,Zona Oeste
4164997,ESTACAO PREVENCAO JORGE BELOQUI,CLINICA/CENTRO DE ESPECIALIDADE,01039000,República,Centro
2091453,FACULDADE DE ODONTOLOGIA USP,CLINICA/CENTRO DE ESPECIALIDADE,05508900,Butantã,Zona Oeste
6578632,FARMACIA MEDEX CENTRO DE REFERENCIA DA SAUDE DA MULHER,FARMACIA,01206001,Campos Elíseos,Centro
6352790,FARMACIA MEDEX CRT AIDS,FARMACIA,04121000,Vila Mariana,Zona Sul
6578640,FARMACIA MEDEX DR GERALDO BOURROUL,FARMACIA,01050000,Centro,Centro
3554481,FARMACIA MEDEX DRS I GRANDE SAO PAULO VILA MARIANA,FARMACIA,04042005,Vila Clementino,Zona Sul
6503829,FARMACIA MEDEX HCFMUSP SAO PAULO,FARMACIA,05403000,Cerqueira César,Zona Oeste
6423094,FARMACIA MEDEX HOSPITAL HELIOPOLIS,FARMACIA,04231030,Cidade Nova Heliópolis,Zona Sul
6557961,FARMACIA MEDEX HSPE IAMSPE SAO PAULO,FARMACIA,04039004,Vila Clementino,Zona Sul
6352820,FARMACIA MEDEX INST DANTE PAZZANESE CARD,FARMACIA,04012180,Vila Mariana,Zona Sul
3554538,FARMACIA MEDEX SES-AME MARIA ZELIA,FARMACIA,03021040,Catumbi,Zona Leste
3554503,FARMACIA MEDEX SES-PAM VARZEA DO CARMO,FARMACIA,01518020,Cambuci,Centro
2069601,FUND ONCOCENTRO DE SAO PAULO,CLINICA/CENTRO DE ESPECIALIDADE,05409012,Pinheiros,Zona Oeste
2688530,FUND SAO PAULO-DERDIC,CLINICA/CENTRO DE ESPECIALIDADE,08210040,Itaquera,Zona Leste
2090155,GAN GRUPO DE APOIO NEFROLOGICO SC LTDA,POLICLINICA,01310000,Bela Vista,Centro
4250133,GESTAO MEDICA INTELIGENTE PARTICIPACOES GMI,CONSULTORIO ISOLADO,04101100,Vila Mariana,Zona Sul
5570948,GETCARE,TELESSAUDE,01332000,Bela Vista,Centro
7431996,GHELFOND DIAGNOSTICOS UNIDADE IPIRANGA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04278000,Ipiranga,Zona Sul
6753345,GRUPO DIFFUSION,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02341001,Tucuruvi,Zona Norte
2088789,HEMOCENTRO DE SAO PAULO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05403000,Cerqueira César,Zona Oeste
2983974,HERMES ANALIA FRANCO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03336000,Vila Regente Feijó,Zona Leste
2920832,HERMES LAPA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05079000,Lapa,Zona Oeste
2920883,HERMES PARDINI FREGUESIA DO O,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),02731060,Vila Albertina,Zona Norte
2946785,HERMES PARDINI SANTO AMARO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04745000,Santo Amaro,Zona Sul
2920891,HERMES PARDINI TATUAPE TUIUTI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),03081012,Tatuapé,Zona Leste
2920840,HERMES SANTA CRUZ,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),05717190,Vila Andrade,Zona Oeste
2920859,HERMES SAO JUDAS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),04045004,Mirandópolis,Zona Sul
2920875,HERMES SAO MIGUEL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),08011000,Vila Americana,Zona Leste
3579328,HOPE,CONSULTORIO ISOLADO,04067002,Planalto Paulista,Zona Sul
2688522,HOSP CASA DE DAVID,HOSPITAL ESPECIALIZADO,02284000,Parque Edu Chaves,Zona Norte
2078015,HOSP CLINICAS - HC DA FMUSP,HOSPITAL GERAL,05403010,Cerqueira César,Zona Oeste
2078600,HOSP DA AERONAUTICA DE SP,HOSPITAL GERAL,02012021,Santana,Zona Norte
2075962,HOSP DA STA CASA DE STO AMARO,HOSPITAL GERAL,04743030,Santo Amaro,Zona Sul
2752077,HOSP DO SERV PUB MUNICIPAL - HSPM,HOSPITAL GERAL,01532000,Aclimação,Centro
2077469,HOSP DOM ALVARENGA,HOSPITAL GERAL,04263200,Ipiranga,Zona Sul
2028840,HOSP EST - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS,HOSPITAL GERAL,01246900,Pacaembu,Centro
2088495,HOSP EST DANTE PAZZANESE- FUND ADIB JATENE,HOSPITAL ESPECIALIZADO,04012180,Vila Mariana,Zona Sul
2077671,HOSP EST GRAJAU,HOSPITAL GERAL,04822030,Parque América,Zona Sul
2079240,HOSP EST GUAIANASES - JESUS TEIXEIRA DA COSTA,HOSPITAL GERAL,08461110,Jardim São Paulo(Zona Leste),Zona Leste
2066572,HOSP EST HELIOPOLIS,HOSPITAL GERAL,04231030,Cidade Nova Heliópolis,Zona Sul
2088517,HOSP EST INF CANDIDO FONTOURA,HOSPITAL ESPECIALIZADO,03173010,Belenzinho,Zona Leste
2071371,HOSP EST INF DARCY VARGAS,HOSPITAL ESPECIALIZADO,04024002,Vila Clementino,Zona Sul
2077523,HOSP EST IPIRANGA,HOSPITAL GERAL,04262000,Ipiranga,Zona Sul
2077620,HOSP EST ITAIM PAULISTA,HOSPITAL GERAL,08115100,Itaim Paulista,Zona Leste
5437156,HOSP EST LOCAL DE SAPOPEMBA,HOSPITAL GERAL,03982060,Parque Santa Madalena,Zona Leste
2077574,HOSP EST MANDAQUI,HOSPITAL GERAL,02401400,Santana,Zona Norte
2065665,HOSP EST MAT INTERLAGOS,HOSPITAL ESPECIALIZADO,04802190,Interlagos,Zona Sul
2077701,HOSP EST MAT LEONOR MENDES DE BARROS,HOSPITAL ESPECIALIZADO,03015000,Brás,Zona Leste
2066092,HOSP EST PEDREIRA,HOSPITAL GERAL,04455170,Vila Campo Grande,Zona Sul
2688514,HOSP EST PSIQUIATRICO DE VILA MARIANA,HOSPITAL ESPECIALIZADO,04017030,Vila Mariana,Zona Sul
2091313,HOSP EST REGIONAL SUL,HOSPITAL GERAL,04744000,Santo Amaro,Zona Sul
2077493,HOSP EST SAO MATEUS,HOSPITAL GERAL,03958000,Cidade São Mateus,Zona Leste
2091585,HOSP EST SAPOPEMBA,HOSPITAL GERAL,03975130,Jardim Sapopemba,Zona Leste
2082225,HOSP EST TAIPAS - KATIA DE S RODRIGUES,HOSPITAL GERAL,02810000,Sítio Morro Grande,Zona Norte
2088576,HOSP EST TRANSPLANT EURYCLIDES DE JESUS ZERBINI,HOSPITAL GERAL,01401901,Jardim Paulista,Centro
2091356,HOSP EST VITAL BRAZIL,HOSPITAL ESPECIALIZADO,05503900,Butantã,Zona Oeste
2077426,HOSP EST VL ALPINA - HENRIQUE ALTIMEYER,HOSPITAL GERAL,03227000,Jardim Avelino,Zona Leste
2688573,HOSP EST VL NOVA CACHOEIRINHA,HOSPITAL GERAL,02720200,Limão,Zona Norte
2091755,HOSP EST VL PENTEADO - DR JOSE PANGELLA,HOSPITAL GERAL,02802120,Vila Amélia,Zona Norte
2077752,HOSP MONUMENTO-CEHM,HOSPITAL GERAL,04215020,Ipiranga,Zona Sul
0102075,HOSP MUN BELA VISTA SANTA DULCE DOS POBRES,HOSPITAL GERAL,01309010,Consolação,Centro
0102105,HOSP MUN BRASILANDIA ADIB JATENE,HOSPITAL GERAL,02806160,Jardim Maristela,Zona Norte
2786680,HOSP MUN CAMPO LIMPO FERNANDO MAURO PIRES DA ROCHA,HOSPITAL GERAL,05835005,Vila Maracanã,Zona Oeste
7992890,HOSP MUN CAPELA DO SOCORRO,HOSPITAL GERAL,04829310,Jardim das Imbuias,Zona Sul
5420938,HOSP MUN CIDADE TIRADENTES CARMEN PRUDENTE,HOSPITAL GERAL,08471000,Cidade Tiradentes,Zona Leste
2084473,HOSP MUN DR IGNACIO PROENCA DE GOUVEA,HOSPITAL GERAL,03124020,Parque da Mooca,Zona Leste
2082829,HOSP MUN ERMELINO MATARAZZO PROF DR ALIPIO CORREA NETTO,HOSPITAL GERAL,03807230,Vila Paranaguá,Zona Leste
7711980,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,HOSPITAL GERAL,04378200,Vila Mascote,Zona Sul
0161438,HOSP MUN GUARAPIRANGA,HOSPITAL GERAL,04916000,Jardim Figueira Grande,Zona Sul
2078325,HOSP MUN INFANTIL MENINO JESUS,HOSPITAL ESPECIALIZADO,01329000,Morro dos Ingleses,Centro
2077639,HOSP MUN ITAQUERA PROF DR WALDOMIRO DE PAULA,HOSPITAL GERAL,08210590,Itaquera,Zona Leste
