CNES,NOME_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,BAIRRO,ANO,MES,PA_PROC_ID,NO_PROCEDIMENTO,QTD_APROVADA,VALOR_APROVADO,QTD_PRODUZIDA,VALOR_PRODUZIDO
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301060053,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM REMOÇÃO,102.0,0.0,102.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,113.0,4288.349999999999,113.0,4288.349999999999
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301010137,CONSULTA/ATENDIMENTO DOMICILIAR,278.0,0.0,278.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205020143,ULTRASSONOGRAFIA OBSTETRICA,98.0,2371.5999999999995,98.0,2371.5999999999995
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0309050049,SESSÃO DE AURICULOTERAPIA,30.0,0.0,30.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301010064,CONSULTA MEDICA EM ATENÇÃO PRIMÁRIA,1415.0,0.0,1415.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0801010012,ADESÃO A ASSISTÊNCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE I),14.0,0.0,14.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020062,ULTRASSONOGRAFIA DE ARTICULACAO,102.0,2468.4,102.0,2468.4
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,41.0,992.2,41.0,992.2
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020143,ULTRASSONOGRAFIA OBSTETRICA,88.0,2129.6,88.0,2129.6
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020070,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,15.0,363.0,15.0,363.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,10.0,379.5,10.0,379.5
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0405050364,TRATAMENTO CIRURGICO DE PTERIGIO,116.0,24307.8,116.0,24307.8
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0307030040,PROFILAXIA / REMOÇÃO DA PLACA BACTERIANA,7.0,0.0,7.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0401010066,EXCISÃO E/OU SUTURA SIMPLES DE PEQUENAS LESÕES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,21.0,0.0,21.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205020062,ULTRASSONOGRAFIA DE ARTICULACAO,8.0,193.6,8.0,193.6
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204040019,RADIOGRAFIA DE ANTEBRACO,15.0,96.3,15.0,96.3
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0401010023,,50.0,0.0,50.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,154.0,3726.8,154.0,3726.8
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301060037,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA,5391.0,0.0,5391.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0301100012,ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.,92.0,57.96,92.0,57.96
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0801010020,CONCLUSÃO DA ASSISTÊNCIA PRE-NATAL (INCENTIVO),1.0,0.0,1.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0401010023,,95.0,0.0,95.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204020093,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL),5.0,45.8,5.0,45.8
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0401010066,EXCISÃO E/OU SUTURA SIMPLES DE PEQUENAS LESÕES / FERIMENTOS DE PELE / ANEXOS E MUCOSA,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204060109,RADIOGRAFIA DE CALCANEO,5.0,32.5,5.0,32.5
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301010048,CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO),259.0,1631.7,259.0,1631.7
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301010030,CONSULTA DE PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO PRIMÁRIA (EXCETO MÉDICO),739.0,0.0,739.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0214010066,TESTE RÁPIDO DE GRAVIDEZ,29.0,0.0,29.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0801010012,ADESÃO A ASSISTÊNCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE I),7.0,0.0,7.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0201020033,COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO,1.0,0.0,1.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211050032,ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG),4.0,100.0,4.0,100.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301100020,,207.0,0.0,207.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO),4.0,32.76,4.0,32.76
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301060045,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM OBSERVAÇÃO ATÉ 8 HORAS,631.0,0.0,631.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0301100055,CATETERISMO VESICAL DE DEMORA,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0214010074,"TESTE RÁPIDO TREPONÊMICO (SÍFILIS) PARA POPULAÇÃO GERAL(EXCETO GESTANTE, PARCEIRO OU PARCERIA)",10.0,10.0,10.0,10.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0401010112,RETIRADA DE CORPO ESTRANHO SUBCUTANEO,1.0,11.84,1.0,11.84
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0101010010,ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO PRIMÁRIA,23.0,0.0,23.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020100,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL,45.0,1089.0,45.0,1089.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),31.0,0.0,31.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,198.0,0.0,198.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0301010072,CONSULTA MEDICA EM ATENÇÃO ESPECIALIZADA,5002.0,50020.0,5002.0,50020.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),25.0,0.0,25.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204050120,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),3.0,45.9,3.0,45.9
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0401010120,RETIRADA DE LESAO POR SHAVING,15.0,296.85,15.0,296.85
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301010153,PRIMEIRA CONSULTA ODONTOLOGICA PROGRAMÁTICA,14.0,0.0,14.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301010048,CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENÇÃO ESPECIALIZADA (EXCETO MÉDICO),5.0,31.5,5.0,31.5
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301010030,CONSULTA DE PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO PRIMÁRIA (EXCETO MÉDICO),4.0,0.0,4.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205010040,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,45.0,1782.0,45.0,1782.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0211020060,TESTE DE ESFORCO / TESTE ERGOMETRICO,220.0,6600.0,220.0,6600.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,253.0,0.0,253.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0101020074,APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO),5.0,0.0,5.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204060095,RADIOGRAFIA DE BACIA,7.0,54.39,7.0,54.39
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0101010028,ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA,17.0,45.9,17.0,45.9
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0414020120,EXODONTIA DE DENTE DECÍDUO,2.0,0.0,2.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205010059,ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO,15.0,643.5,15.0,643.5
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020160,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA),1.0,24.2,1.0,24.2
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0101020040,AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA,4.0,0.0,4.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211050040,ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG),48.0,1200.0,48.0,1200.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301010080,,335.0,0.0,335.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205020127,ULTRASSONOGRAFIA DE TIREOIDE,43.0,1040.6,43.0,1040.6
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,26.0,986.7,26.0,986.7
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204020123,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA,1.0,7.8,1.0,7.8
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0401010090,FULGURACAO / CAUTERIZACAO QUIMICA DE LESOES CUTANEAS,40.0,473.6,40.0,473.6
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0211020036,ELETROCARDIOGRAMA,235.0,1210.25,235.0,1210.25
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0205020127,ULTRASSONOGRAFIA DE TIREOIDE,3.0,72.6,3.0,72.6
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204040124,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA),37.0,255.67,37.0,255.67
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0214010104,,13.0,0.0,13.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0211020036,ELETROCARDIOGRAMA,857.0,4413.55,857.0,4413.55
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0301060100,ATENDIMENTO ORTOPÉDICO COM IMOBILIZAÇÃO PROVISÓRIA,108.0,1404.0,108.0,1404.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0214010104,,4.0,0.0,4.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301060037,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO BÁSICA,19.0,0.0,19.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),92.0,673.44,92.0,673.44
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301100101,INALAÇÃO / NEBULIZAÇÃO,830.0,0.0,830.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204040051,RADIOGRAFIA DE BRACO,9.0,69.93,9.0,69.93
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0201020033,COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO,21.0,0.0,21.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301050058,ASSISTÊNCIA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO,472.0,0.0,472.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301060045,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM OBSERVAÇÃO ATÉ 8 HORAS,3.0,0.0,3.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0214010015,GLICEMIA CAPILAR,574.0,0.0,574.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0401010074,EXERESE DE TUMOR DE PELE E ANEXOS / CISTO SEBACEO / LIPOMA,30.0,373.8,30.0,373.8
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301100020,,108.0,0.0,108.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211050083,ELETRONEUROMIOGRAMA (ENMG),206.0,5562.0,206.0,5562.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204060150,RADIOGRAFIA DE PE / DEDOS DO PE,59.0,400.02,59.0,400.02
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0401010023,,65.0,0.0,65.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0201020033,COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO,12.0,0.0,12.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211060100,FUNDOSCOPIA,200.0,674.0,200.0,674.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0205020062,ULTRASSONOGRAFIA DE ARTICULACAO,171.0,4138.2,171.0,4138.2
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,15.0,363.0,15.0,363.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204060117,RADIOGRAFIA DE COXA,2.0,17.88,2.0,17.88
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204030170,RADIOGRAFIA DE TORAX (PA),362.0,2490.56,362.0,2490.56
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0301100101,INALAÇÃO / NEBULIZAÇÃO,23.0,0.0,23.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211020036,ELETROCARDIOGRAMA,367.0,1890.05,367.0,1890.05
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0201020033,COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO,137.0,0.0,137.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0307020010,ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE),2.0,0.0,2.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301060053,ATENDIMENTO DE URGÊNCIA EM ATENÇÃO PRIMÁRIA COM REMOÇÃO,1.0,0.0,1.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0204040078,RADIOGRAFIA DE COTOVELO,17.0,100.3,17.0,100.3
9684093,CAPS AD III JARDIM SAO LUIZ,CENTRO DE ATENCAO PSICOSSOCIAL,Vila das Belezas,2019,7,0301080011,ABORDAGEM COGNITIVA COMPORTAMENTAL DO FUMANTE (POR ATENDIMENTO / PACIENTE),1.0,0.0,1.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0205010040,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,124.0,4910.400000000001,124.0,4910.400000000001
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,5267.0,0.0,5267.0,0.0
3661741,UBS NOVO CAMINHO,CENTRO DE SAUDE/UNIDADE BASICA,Jardim São Luís,2019,7,0301010030,CONSULTA DE PROFISSIONAIS DE NÍVEL SUPERIOR NA ATENÇÃO PRIMÁRIA (EXCETO MÉDICO),895.0,0.0,895.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0101010028,ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA,85.0,229.5,85.0,229.5
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),5.0,0.0,5.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0211060020,BIOMICROSCOPIA DE FUNDO DE OLHO,722.0,8909.48,722.0,8909.48
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0401010040,ELETROCOAGULACAO DE LESAO CUTANEA,3.0,35.52,3.0,35.52
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0214010015,GLICEMIA CAPILAR,57.0,0.0,57.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301100187,TERAPIA DE REIDRATAÇÃO ORAL,6.0,0.0,6.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0101020090,SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA,10.0,0.0,10.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0401010023,,14.0,0.0,14.0,0.0
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,7,0307030059,RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE),98.0,0.0,98.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301100020,,3011.0,0.0,3011.0,0.0
6133525,AMA_12H JARDIM SAO LUIZ,PRONTO ATENDIMENTO,Jardim Casablanca,2019,7,0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE),36.0,0.0,36.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,7,0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL,974.0,0.0,974.0,0.0
6200389,AMA ESPECIALIDADES JARDIM SAO LUIZ,POLICLINICA,Jardim Iracema,2019,7,0205020160,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA),1.0,24.2,1.0,24.2
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,8,0205020143,ULTRASSONOGRAFIA OBSTETRICA,84.0,2032.8,84.0,2032.8
4049810,UBS VILA DAS BELEZAS ALBERTO AMBROSIO,CENTRO DE SAUDE/UNIDADE BASICA,Vila das Belezas,2019,8,0301010137,CONSULTA/ATENDIMENTO DOMICILIAR,334.0,0.0,334.0,0.0
2091658,HOSPITAL DIA - M BOI MIRIM I JARDIM IBIRAPUERA,HOSPITAL/DIA - ISOLADO,Jardim Santa Josefina,2019,8,0201010372,BIOPSIA DE PELE E PARTES MOLES,17.0,439.11,17.0,439.11
